ym,hot_nogi,hot_sisl,vhot_nogi,vhot_sisl,ehot_nogi,ehot_sisl,trop_nogi,trop_sisl,germ_nogi,germ_sisl,tmax_nogi,tmax_sisl,hot_gg,vhot_gg,ehot_gg,tmax_gg,hot_gw,vhot_gw,ehot_gw,tmax_gw,hot_gb,vhot_gb,ehot_gb,tmax_gb,hot_cn,vhot_cn,ehot_cn,tmax_cn
2020-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.695841696535245,5.2598706908029635,0.0,0.0,0.0,3.8567741935483872,0.0,0.0,0.0,2.48,0.0,0.0,0.0,5.975268817204301,0.0,0.0,0.0,5.604838709677419
2021-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.124935633213859,3.636775738015732,0.0,0.0,0.0,2.2316129032258063,0.0,0.0,0.0,0.8251612903225807,0.0,0.0,0.0,4.474193548387096,0.0,0.0,0.0,3.7491935483870966
2021-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55036326058201,8.72377939338192,0.0,0.0,0.0,8.116428571428571,0.0,0.0,0.0,6.890000000000001,0.0,0.0,0.0,9.98452380952381,0.0,0.0,0.0,8.54375
2021-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.528980286738351,14.795620636214032,0.0,0.0,0.0,14.880645161290323,0.0,0.0,0.0,12.899354838709678,0.0,0.0,0.0,15.19032258064516,0.0,0.0,0.0,14.616129032258065
2021-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2825487654321,19.53761157888944,0.0,0.0,0.0,19.793333333333333,0.0,0.0,0.0,17.584666666666667,0.0,0.0,0.0,20.304444444444446,0.0,0.0,0.0,19.34
2021-05,0.2784259259259259,0.378041934951296,0.0,0.0,0.0,0.0,0.07268518518518517,0.03582631665841175,0.0,0.0,21.85690486857826,22.07160816330878,0.2,0.0,0.0,21.99032258064516,0.4,0.0,0.0,20.503225806451614,0.3333333333333333,0.0,0.0,22.896774193548385,0.5,0.0,0.0,21.962096774193547
2021-06,4.398518518518519,4.163348192174343,0.07652777777777778,0.15395410269110119,0.0,0.0,3.7875,4.608849265312861,0.8700462962962964,0.7744923229321447,26.866516203703704,27.143128666556603,4.6,0.0,0.0,27.381333333333334,3.6,0.2,0.0,25.518666666666668,8.0,0.0,0.0,27.891111111111112,3.5,0.25,0.0,27.0275
2021-07,21.284675925925928,22.544444444444448,10.734212962962962,11.314693742776951,2.9581018518518523,2.0961697209839856,25.701851851851856,28.52900775961697,22.000138888888888,24.252418689120027,31.176674880525688,31.408891498506126,23.8,13.4,4.0,31.823225806451614,16.8,9.2,5.0,30.30903225806452,23.333333333333332,13.333333333333334,1.6666666666666667,31.712903225806453,22.75,11.25,1.25,31.39758064516129
2021-08,13.744675925925925,14.315915469704475,3.0531944444444448,3.2568763414231467,0.5272222222222223,0.37226349678058446,21.27296296296296,23.574046557701834,14.233287037037037,16.55854383358098,28.991687873357225,29.44524873912881,16.0,2.6,0.2,29.396129032258063,10.0,2.0,0.0,27.248387096774195,12.666666666666666,5.0,1.6666666666666667,29.20752688172043,14.25,3.25,0.0,29.516129032258064
2021-09,0.1448148148148148,0.11688954928182269,0.0,0.0,0.0,0.0,3.6333333333333333,4.565791646029388,0.23694444444444443,0.21261350503549611,25.82480540123457,26.43329838754059,0.0,0.0,0.0,26.593333333333334,0.2,0.0,0.0,23.992,0.0,0.0,0.0,25.603333333333335,0.0,0.0,0.0,26.604166666666668
2021-10,0.053009259259259256,0.20183259039128282,0.0,0.0,0.0,0.0,0.9308796296296297,0.8338946673270596,0.1111111111111111,0.08386990259204226,20.4979640083632,21.06898885320637,0.0,0.0,0.0,20.32967741935484,0.0,0.0,0.0,18.48258064516129,0.0,0.0,0.0,21.223655913978494,0.25,0.0,0.0,21.29435483870968
2021-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.573577160493826,14.175720653789003,0.0,0.0,0.0,13.169999999999998,0.0,0.0,0.0,11.403333333333332,0.0,0.0,0.0,14.441111111111113,0.0,0.0,0.0,14.436666666666667
2021-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.031281212664277,6.731358811718779,0.0,0.0,0.0,5.02258064516129,0.0,0.0,0.0,3.5825806451612907,0.0,0.0,0.0,7.594623655913978,0.0,0.0,0.0,7.176612903225807
2022-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7080216547192353,4.02622404362854,0.0,0.0,0.0,2.7916129032258064,0.0,0.0,0.0,1.7283870967741937,0.0,0.0,0.0,5.209677419354839,0.0,0.0,0.0,4.042741935483871
2022-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.793165674603174,5.097084365197292,0.0,0.0,0.0,4.374285714285714,0.0,0.0,0.0,2.680714285714286,0.0,0.0,0.0,6.244047619047618,0.0,0.0,0.0,5.010714285714286
2022-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.116784050179213,13.199288692901309,0.0,0.0,0.0,13.085806451612902,0.0,0.0,0.0,11.373548387096774,0.0,0.0,0.0,14.583870967741936,0.0,0.0,0.0,12.840322580645163
2022-04,0.22435185185185186,0.0924219910846954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.398532253086422,20.296677287986352,0.2,0.0,0.0,20.84066666666667,0.2,0.0,0.0,19.058,0.6666666666666666,0.0,0.0,22.12222222222222,0.0,0.0,0.0,19.7325
2022-05,1.848287037037037,1.201799570744593,0.0,0.0,0.0,0.0,0.05509259259259259,0.020802377414561663,0.0,0.0,24.517510155316607,24.387743426693724,1.2,0.0,0.0,24.79290322580645,1.0,0.0,0.0,23.23677419354839,5.666666666666667,0.0,0.0,26.405376344086022,0.25,0.0,0.0,23.803225806451614
2022-06,6.454398148148147,6.226498266468549,1.4915740740740742,0.9286115238566948,0.3333333333333333,0.1591546970447416,10.714768518518518,11.17541687303946,6.934074074074074,7.151494139012713,27.025739197530868,27.293657586263826,4.6,0.4,0.0,27.122666666666667,4.4,0.8,0.0,25.690666666666665,16.333333333333332,6.666666666666667,2.0,29.145555555555557,5.75,0.5,0.0,27.236666666666668
2022-07,17.924166666666668,18.33802212316328,6.508842592592592,6.659121677398052,1.0090277777777779,0.759105167574707,28.172175925925927,29.836239062242036,21.72101851851852,23.345319465081722,30.404147401433693,30.538668402860992,18.6,6.2,0.6,30.583870967741934,13.2,5.2,0.4,29.294838709677418,23.0,11.666666666666666,4.0,31.580645161290324,17.5,6.75,0.25,30.426612903225806
2022-08,12.585694444444446,12.436040944361896,1.6853240740740743,1.6565791646029386,0.27824074074074073,0.13835231963017994,22.263379629629625,22.93186395905564,16.77384259259259,18.255621594848936,28.630678464755075,28.821174807074726,12.4,0.6,0.0,28.58774193548387,9.0,0.6,0.0,27.193548387096776,16.333333333333332,5.333333333333333,1.6666666666666667,29.643010752688173,11.25,1.25,0.0,28.678225806451614
2022-09,2.383425925925926,3.0647845468053494,0.03333333333333333,0.08964834076275384,0.0,0.0,5.848518518518518,7.351527158659403,2.739861111111111,3.6185405316163117,26.255876681566622,26.811623613981354,2.6,0.0,0.0,26.659793103448276,1.2,0.0,0.0,24.682666666666666,2.3333333333333335,0.0,0.0,26.569999999999997,3.5,0.0,0.0,26.991666666666667
2022-10,0.03518518518518518,0.03004787848770018,0.0,0.0,0.0,0.0,0.19583333333333333,0.34422981674096087,0.11851851851851851,0.09295030543173187,19.461452436864004,19.860849185242973,0.0,0.0,0.0,19.4,0.0,0.0,0.0,17.45806451612903,0.0,0.0,0.0,20.425806451612903,0.0,0.0,0.0,19.806451612903224
2022-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.549965123456788,16.029366463045513,0.0,0.0,0.0,15.127333333333334,0.0,0.0,0.0,13.804666666666666,0.0,0.0,0.0,16.333333333333332,0.0,0.0,0.0,16.240000000000002
2022-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2483957586618875,2.8139046797360563,0.0,0.0,0.0,0.9438709677419354,0.0,0.0,0.0,-0.014193548387096733,0.0,0.0,0.0,3.680645161290322,0.0,0.0,0.0,3.2145161290322584
2023-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.659554808841099,4.249674277162654,0.0,0.0,0.0,2.592258064516129,0.0,0.0,0.0,1.4161290322580646,0.0,0.0,0.0,5.080645161290323,0.0,0.0,0.0,4.55241935483871
2023-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.647371362433862,7.924731951225264,0.0,0.0,0.0,7.362857142857143,0.0,0.0,0.0,5.582857142857143,0.0,0.0,0.0,9.14642857142857,0.0,0.0,0.0,7.792857142857143
2023-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.24625390866395,16.325789194348168,0.0,0.0,0.0,16.38967741935484,0.0,0.0,0.0,14.666451612903225,0.0,0.0,0.0,18.0494623655914,0.0,0.0,0.0,15.981451612903227
2023-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.91115061728395,19.20846513675637,0.0,0.0,0.0,19.12333333333333,0.0,0.0,0.0,17.421333333333333,0.0,0.0,0.0,20.254444444444445,0.0,0.0,0.0,19.176666666666666
2023-05,1.1190277777777777,0.955803202905729,0.11018518518518518,0.041604754829123326,0.0,0.0,0.18703703703703706,0.17516922568928514,0.0,0.0,23.954624999999997,24.140785068728796,1.2,0.0,0.0,24.669677419354837,1.2,0.0,0.0,22.906451612903226,2.0,0.6666666666666666,0.0,25.00537634408602,0.75,0.0,0.0,24.04758064516129
2023-06,5.541712962962963,5.208733696549447,1.0354166666666667,1.0590556381046723,0.0,0.0,6.301712962962963,6.800577843817071,3.6587500000000004,3.5689120026415715,27.491531790123453,27.635675747069506,5.2,0.8,0.0,27.568666666666665,4.2,1.2,0.0,26.682666666666666,11.666666666666666,2.0,0.0,29.147777777777776,4.75,1.25,0.0,27.581666666666667
2023-07,15.197962962962963,15.019019316493313,4.642592592592592,4.439095261680699,0.04074074074074074,0.09872874360244345,27.83694444444444,29.7831929998349,18.03097222222222,19.657074459303285,29.65368891875747,29.672409262543475,16.8,5.4,0.0,29.92193548387097,14.6,4.6,0.0,29.272903225806452,18.333333333333332,6.333333333333333,0.0,30.46451612903226,14.5,4.0,0.0,29.550806451612903
2023-08,20.093703703703703,21.949678058444775,8.896759259259259,9.759121677398053,1.4313425925925924,1.8509328050189864,27.77712962962963,29.69423807165263,22.10236111111111,24.086461944857188,30.66884259259259,31.133100811111643,19.8,8.0,0.4,30.527741935483867,15.8,7.0,0.4,29.214193548387094,22.333333333333332,13.333333333333334,4.666666666666667,31.909677419354836,23.0,10.5,2.25,31.31451612903226
2023-09,6.981435185185185,7.625639755654614,0.0,0.0,0.0,0.0,10.406805555555556,11.024550107313852,4.657638888888889,5.1076935776787185,26.929650462962964,27.37371927797039,7.0,0.0,0.0,27.160666666666668,4.6,0.0,0.0,25.246000000000002,9.666666666666666,0.0,0.0,27.416666666666668,7.75,0.0,0.0,27.395833333333336
2023-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.47964247311828,20.986026511580842,0.0,0.0,0.0,20.418064516129032,0.0,0.0,0.0,18.42516129032258,0.0,0.0,0.0,21.429032258064513,0.0,0.0,0.0,21.14516129032258
2023-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.272745987654321,12.748089703373507,0.0,0.0,0.0,11.454,0.0,0.0,0.0,10.478,0.0,0.0,0.0,13.338888888888889,0.0,0.0,0.0,12.901666666666667
2023-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8776485961768214,6.548872432323039,0.0,0.0,0.0,5.003870967741936,0.0,0.0,0.0,3.5187096774193547,0.0,0.0,0.0,6.959139784946237,0.0,0.0,0.0,6.84758064516129
2024-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.222808243727599,4.729996431747857,0.0,0.0,0.0,3.218064516129032,0.0,0.0,0.0,2.096774193548387,0.0,0.0,0.0,5.5720430107526875,0.0,0.0,0.0,4.951612903225806
2024-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.008698116219668,8.506941242108018,0.0,0.0,0.0,7.99655172413793,0.0,0.0,0.0,5.696551724137931,0.0,0.0,0.0,8.85632183908046,0.0,0.0,0.0,8.480172413793102
2024-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.170779032258064,12.55439371135503,0.0,0.0,0.0,12.362666666666666,0.0,0.0,0.0,10.071612903225807,0.0,0.0,0.0,13.351612903225806,0.0,0.0,0.0,12.441935483870967
2024-04,0.20194444444444445,0.053789004457652306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.461421450617284,21.570800671399486,0.2,0.0,0.0,22.255333333333333,0.6,0.0,0.0,20.352666666666668,0.0,0.0,0.0,22.30333333333333,0.0,0.0,0.0,21.309166666666666
2024-05,0.5092592592592593,0.27191679049034173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.771696983273593,23.704629620753384,0.0,0.0,0.0,23.643870967741936,0.0,0.0,0.0,23.011612903225807,2.0,0.0,0.0,25.31290322580645,0.0,0.0,0.0,23.3491935483871
2024-06,11.202407407407408,10.530460624071322,3.0700462962962964,2.250503549612019,0.9814814814814814,0.664520389631831,5.704398148148148,5.7376754168730395,5.0906018518518525,4.138401849100215,28.870926697530866,28.871454130207475,13.0,3.2,1.0,29.46066666666667,10.8,3.0,1.0,28.29266666666667,14.0,6.0,2.0,29.965555555555557,9.5,1.25,0.5,28.700833333333335
2024-07,16.166759259259262,15.992009245501073,3.160138888888889,3.1309063893016345,0.08819444444444445,0.23188046887898298,29.55736111111111,30.73130262506191,21.364444444444445,22.5492818226845,29.600123954599763,29.768843193958467,16.4,1.6,0.0,29.494193548387095,14.4,2.0,0.0,28.79612903225806,20.0,8.333333333333334,0.0,30.778494623655913,15.5,3.25,0.25,29.75
2024-08,28.040601851851854,29.002162786858182,16.675046296296294,17.467541687303946,4.113657407407407,3.906471850751197,28.7012962962963,30.59115073468714,28.532037037037036,30.519531121017007,32.77971356033453,33.03522195060901,29.4,15.6,2.0,32.76064516129033,22.4,10.8,3.0,31.406451612903226,30.0,25.333333333333332,10.0,34.0247311827957,28.75,17.25,3.75,33.01129032258065
2024-09,13.690925925925926,15.62988278025425,5.006851851851852,6.054218259864619,0.785787037037037,1.068895492818227,17.657268518518517,19.725193990424305,13.939444444444444,16.82232128116229,29.192643209876543,29.989829178361127,12.8,3.6,0.2,29.028,8.8,1.6,0.0,27.046000000000003,15.0,8.333333333333334,1.6666666666666667,30.06555555555556,16.5,6.5,1.25,30.375
2024-10,0.0,0.0,0.0,0.0,0.0,0.0,0.09074074074074073,0.07198282978372131,0.0,0.0,20.796162933094386,21.29972423269265,0.0,0.0,0.0,20.75225806451613,0.0,0.0,0.0,19.045806451612904,0.0,0.0,0.0,21.04397849462366,0.0,0.0,0.0,21.435483870967744
2024-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.890797016460905,15.511685017029576,0.0,0.0,0.0,14.635333333333335,0.0,0.0,0.0,12.951999999999998,0.0,0.0,0.0,15.492222222222223,0.0,0.0,0.0,15.801666666666666
2024-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.621889396654719,6.124190850007368,0.0,0.0,0.0,4.658064516129032,0.0,0.0,0.0,3.3689032258064513,0.0,0.0,0.0,7.063440860215054,0.0,0.0,0.0,6.363709677419355
2025-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.111084942917828,4.77022554548989,0.0,0.0,0.0,3.1632258064516128,0.0,0.0,0.0,1.7800955794504183,0.0,0.0,0.0,5.56989247311828,0.0,0.0,0.0,5.160483870967742
2025-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18861789021164,4.534269381353334,0.0,0.0,0.0,3.6035714285714286,0.0,0.0,0.0,2.315714285714286,0.0,0.0,0.0,5.608333333333333,0.0,0.0,0.0,4.650892857142857
2025-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.384475059737156,13.576955428802718,0.0,0.0,0.0,13.725806451612902,0.0,0.0,0.0,11.563870967741936,0.0,0.0,0.0,14.666666666666666,0.0,0.0,0.0,13.310483870967742
2025-04,0.05509259259259259,0.020802377414561663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.549539814814814,19.449955863738925,0.0,0.0,0.0,19.410666666666664,0.0,0.0,0.0,18.76666666666667,0.3333333333333333,0.0,0.0,21.594444444444445,0.0,0.0,0.0,19.096666666666668
2025-05,0.7202777777777778,0.6373782400528315,0.05509259259259259,0.020802377414561663,0.0,0.0,0.37787037037037036,0.5095591877166914,0.30296296296296293,0.24477464091134227,22.327437425328554,22.395440679139572,0.4,0.0,0.0,22.40451612903226,0.8,0.0,0.0,21.387096774193548,2.0,0.3333333333333333,0.0,23.901075268817205,0.5,0.0,0.0,22.231451612903225
2025-06,9.829722222222221,8.447482251939904,1.406851851851852,0.760310384678884,0.05509259259259259,0.020802377414561663,8.12162037037037,8.50597655605085,5.513148148148148,5.182169390787518,28.200313734567903,27.98308508062297,9.6,0.8,0.0,28.232,9.2,1.4,0.0,27.72422222222222,17.666666666666668,4.666666666666667,0.3333333333333333,30.11,7.0,0.0,0.0,27.629166666666666
2025-07,23.171759259259257,23.809773815420176,14.04486111111111,14.515783391117717,6.17574074074074,6.227208188872379,28.08638888888889,29.799834901766552,23.38175925925926,24.901073138517415,31.768633363201907,32.00500796199545,23.2,12.4,4.8,31.503870967741932,19.8,11.2,6.6,30.885161290322582,26.0,21.666666666666668,10.666666666666666,33.064516129032256,23.5,14.75,7.0,32.12177419354839
2025-08,24.865324074074074,25.50462275053657,9.846805555555555,8.768581806174673,2.5959722222222226,1.9602278355621596,28.745787037037037,30.08065048703979,25.785694444444445,27.197440977381543,31.723832885304656,31.741135822588635,26.0,6.2,0.4,31.496774193548383,20.4,8.2,0.8,30.777419354838706,27.666666666666668,21.0,11.333333333333334,33.538709677419355,25.25,7.75,1.25,31.628225806451614
2025-09,6.759861111111111,7.299174508832756,1.25875,0.9107313851741786,0.05555555555555555,0.04193495129602113,10.685185185185187,11.883242529304937,6.405277777777778,6.692554069671455,27.12825362920392,27.464539966107424,5.4,0.2,0.0,26.905333333333335,3.8,0.4,0.0,25.535333333333334,10.333333333333334,4.333333333333333,0.0,28.10724137931034,7.25,0.25,0.0,27.436666666666667
2025-10,0.05763888888888889,0.1390952616807,0.0,0.0,0.0,0.0,1.005138888888889,1.1182268449727586,0.0,0.0,20.432563649940263,21.190739906373327,0.0,0.0,0.0,20.3,0.0,0.0,0.0,18.266817204301073,0.0,0.0,0.0,20.788172043010753,0.25,0.0,0.0,21.48467741935484
2025-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.244930591168092,14.803792759384143,0.0,0.0,0.0,13.905333333333335,0.0,0.0,0.0,12.399846153846154,0.0,0.0,0.0,14.96111111111111,0.0,0.0,0.0,15.092500000000001
2025-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9204701314217445,6.655790101562043,0.0,0.0,0.0,4.653548387096775,0.0,0.0,0.0,3.643870967741935,0.0,0.0,0.0,7.076344086021504,0.0,0.0,0.0,7.148387096774194
2026-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.172417264038232,2.6800091602890816,0.0,0.0,0.0,0.7748387096774193,0.0,0.0,0.0,-0.05419354838709682,0.0,0.0,0.0,3.926881720430108,0.0,0.0,0.0,2.9387096774193546
2026-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.101852017195766,8.38705965942593,0.0,0.0,0.0,7.777857142857142,0.0,0.0,0.0,6.152142857142858,0.0,0.0,0.0,9.428571428571429,0.0,0.0,0.0,8.302678571428572
2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.689667313819195,13.912414801322917,0.0,0.0,0.0,14.007670250896059,0.0,0.0,0.0,11.780645161290323,0.0,0.0,0.0,14.804301075268818,0.0,0.0,0.0,13.662096774193548
2026-04,0.11416666666666667,0.05081723625557207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.542021892294592,20.571395990959445,0.2,0.0,0.0,20.973333333333336,0.2,0.0,0.0,19.698,0.0,0.0,0.0,21.464444444444442,0.0,0.0,0.0,20.348333333333333
2026-05,4.7088425925925925,3.9073303615651316,0.4407407407407407,0.1664190193164933,0.0,0.0,0.49152777777777773,0.7117219745748721,0.12129629629629629,0.17896648505860988,25.062062574671447,24.965468319779298,4.8,0.0,0.0,25.247096774193547,4.6,0.0,0.0,24.31225806451613,8.666666666666666,2.6666666666666665,0.0,26.825806451612905,2.75,0.0,0.0,24.594354838709677
2026-06,10.104861111111111,10.368945022288262,1.222962962962963,0.6702327885091629,0.0,0.0,4.282824074074074,4.520472180947663,3.9018981481481485,3.184001981178801,28.273604166666665,28.519495294700345,12.8,1.4,0.0,29.068666666666665,8.2,2.0,0.0,27.021333333333338,14.0,1.6666666666666667,0.0,29.34,10.25,0.0,0.0,28.4375
2026-07,19.063425925925927,19.277365032194155,7.10625,5.8197292388971436,1.4669444444444446,1.111738484398217,28.78875,29.915023939243852,22.787824074074074,24.24918276374443,30.62379823775388,30.67756970074614,18.0,4.4,0.2,30.18451612903226,15.0,5.6,0.2,29.729032258064517,26.0,17.0,5.0,32.57849462365591,18.5,4.25,0.5,30.575
2026-08,10.266574074074073,10.813438996202741,7.934907407407407,8.684860491992735,5.355138888888889,5.875136206042595,10.327685185185185,10.924054812613505,10.17925925925926,10.83159980188212,34.210180976430976,34.72733156227955,11.0,8.8,5.8,34.77090909090909,8.2,5.8,3.6,32.24727272727273,10.666666666666666,8.333333333333334,7.333333333333333,35.10909090909091,11.0,9.0,6.25,34.81363636363636
