ym,county,month,qty_all,qty_main,price_main,price_all,jjong_share,sokum_share,qty_next_chg,price_next_chg,jjong_share_adj,sokum_share_adj,qty_next_chg_adj,price_next_chg_adj
2026-03,무주군,3,260.0,260.0,1388.4615384615386,1388.4615384615386,0.0,0.0,0.7528664152615674,0.1583143299323142,0.0,0.0,-0.07587240979561938,0.06106529653849027
2026-04,무주군,4,552.0,552.0,1626.6304347826087,1626.6304347826087,0.0,0.0,-0.007272759329079115,-0.2776288987319466,0.0,0.0,-0.44264797936902994,0.01201605575007847
2026-05,무주군,5,548.0,548.0,1232.299281021898,1232.299281021898,0.0,0.0,-0.10779657045570801,0.797680612566583,0.0,0.0,-1.0449728165050745,0.25919864474257637
2026-06,무주군,6,492.0,492.0,2736.1788617886177,2736.1788617886177,0.0,0.0,1.2274749405852328,0.09055982641254712,-0.957024881138557,0.0,0.3588954672016472,-0.3675905124744037
2026-07,무주군,7,1715.0,1679.0,2995.533055390113,2953.6443148688045,2.099125364431487,0.0,-1.857609153316444,0.28812199406736205,0.9373499902091784,0.0,-1.6010609179979796,0.031085964414546585
2026-08,무주군,8,262.0,262.0,3995.8015267175574,3995.8015267175574,0.0,0.0,,,-4.340165027499078,0.0,,
2018-01,부안군,1,308.0,196.0,4295.918367346939,3180.194805194805,0.0,0.0,1.0208345876254254,-0.6463267254755305,0.0,0.0,0.4088410543123817,-0.123710312822642
2018-02,부안군,2,544.0,544.0,2250.919117647059,2250.919117647059,0.0,0.0,1.2422032082803662,0.15429817302825644,0.0,0.0,0.6097841257890025,0.09514583740797468
2018-03,부안군,3,1884.0,1884.0,2626.45966029724,2626.45966029724,0.0,0.0,-0.008528836347520219,0.08222363870569982,-0.7911392405063291,0.0,-0.25651180937193957,0.05364335742006687
2018-04,부안군,4,1868.0,1868.0,2851.543541755889,2851.543541755889,0.0,0.0,-1.3180155203665969,-0.502053848609,-1.2472885032537961,0.0,-0.008311883367092321,-0.4636836841099662
2018-05,부안군,5,500.0,500.0,1726.0,1726.0,0.0,0.0,0.2530906276821625,0.27951236100719257,0.0,0.0,-1.459158916348077,0.003085725805937578
2018-06,부안군,6,644.0,644.0,2282.608695652174,2282.608695652174,0.0,0.0,0.11709266628136206,0.7893538515580154,-0.31026993484331367,0.0,-1.5350594406154434,0.2644822813435799
2018-07,부안군,7,724.0,724.0,5026.2430939226515,5026.2430939226515,0.0,0.0,-2.8959119382717797,0.29486969965799403,-1.4443322190031218,0.0,-1.814498365805408,0.04594536185652043
2018-08,부안군,8,40.0,40.0,6750.0,6750.0,0.0,0.0,2.646174797384123,0.40432620571163547,-6.48668796152452,0.0,3.5186148358464506,0.7022565335883371
2018-09,부안군,9,564.0,564.0,10113.475177304965,10113.475177304965,0.0,0.0,0.6966870072650693,-1.2511399534874093,-6.841665749520284,-1.0470305526948163,1.8231283104223326,-0.9372245266416042
2018-10,부안군,10,1132.0,1132.0,2894.2579505300355,2894.2579505300355,0.0,0.0,-1.7136212649189124,-0.5847910001875087,-2.0276014063073937,0.0,-1.3763713965389794,0.2740634762643005
2018-11,부안군,11,204.0,204.0,1612.7450980392157,1612.7450980392157,0.0,0.0,-0.34830669426821537,0.32056993929661637,-0.09779267951941883,-2.707275803722504,1.0819424420334594,-0.28141980329522465
2018-12,부안군,12,144.0,144.0,2222.222222222222,2222.222222222222,0.0,0.0,0.02739897418811399,-0.1807687090323018,-0.16675931072818234,0.0,-1.2993795984531518,-0.2593063396821842
2019-01,부안군,1,148.0,148.0,1854.7297297297298,1854.7297297297298,0.0,0.0,1.248894491717448,-0.0432836853872729,0.0,0.0,0.6369009584044043,0.4793327272656156
2019-02,부안군,2,516.0,516.0,1776.1627906976744,1776.1627906976744,0.0,0.0,0.873528872536073,0.21238262501376948,0.0,0.0,0.24110979004470934,0.1532302893934877
2019-03,부안군,3,1236.0,1236.0,2196.440129449838,2196.440129449838,0.0,0.0,0.5637680430361902,0.25526572061865327,-0.7911392405063291,0.0,0.31578507001177086,0.22668543933302032
2019-04,부안군,4,2172.0,2172.0,2835.1749539594844,2835.1749539594844,0.0,0.0,-0.6411175091140828,0.32432689570979,-1.2472885032537961,0.0,0.6685861278854217,0.36269706020882386
2019-05,부안군,5,1264.0,1144.0,3921.328671328671,3708.0696202531644,0.0,0.0,-0.5933967777928855,-0.2983427126829463,0.0,0.0,-2.305646321823125,-0.5747693478842013
2019-07,부안군,7,632.0,632.0,2909.8101265822784,2909.8101265822784,0.0,0.0,-1.1113513144455398,1.1518469914559644,-1.4443322190031218,0.0,-0.029937741979167987,0.9029226536544908
2019-08,부안군,8,208.0,208.0,9206.73076923077,9206.73076923077,0.0,0.0,-2.5649493574615367,-1.2083339102349484,-6.48668796152452,0.0,-1.692509318999209,-0.9104035823582468
2019-09,부안군,9,16.0,16.0,2750.0,2750.0,0.0,0.0,2.047692843365256,0.7815017410960436,-6.841665749520284,-1.0470305526948163,3.174134146522519,1.0954171679418487
2019-10,부안군,10,124.0,124.0,6008.064516129032,6008.064516129032,0.0,0.0,-0.032789822822991255,-0.9458047923873192,-2.0276014063073937,0.0,0.3044600455569418,-0.08695031593550995
2019-11,부안군,11,120.0,120.0,2333.3333333333335,2333.3333333333335,0.0,0.0,0.5306282510621703,0.16251892949777424,-0.09779267951941883,-2.707275803722504,1.960877387363845,-0.43947081309406677
2019-12,부안군,12,204.0,204.0,2745.098039215686,2745.098039215686,0.0,0.0,1.1861681796924293,0.7096563235622257,-0.16675931072818234,0.0,-0.14061039294883648,0.6311186929123433
2020-01,부안군,1,668.0,668.0,5581.586826347306,5581.586826347306,0.0,0.0,0.8142513750312563,-1.129257923231859,0.0,0.0,0.2022578417182126,-0.6066415105789704
2020-02,부안군,2,1508.0,1508.0,1804.3766578249338,1804.3766578249338,0.0,0.0,0.41514402220799873,0.0915459034527677,0.0,0.0,-0.21727506028336496,0.03239356783248594
2020-03,부안군,3,2284.0,2284.0,1977.3569785464097,1977.3569785464097,0.0,0.0,-0.08399094706438603,-0.08336075911477536,-0.7911392405063291,0.0,-0.3319739200888054,-0.11194104040040831
2020-04,부안군,4,2100.0,2100.0,1819.20635,1819.20635,0.0,0.0,-2.766890701125144,0.0909517750380564,-1.2472885032537961,0.0,-1.4571870641256393,0.12932193953709026
2020-05,부안군,5,132.0,132.0,1992.4242424242425,1992.4242424242425,0.0,0.0,0.9223330463301176,0.6624692861077532,0.0,0.0,-0.7899164977001218,0.38604265090649825
2020-06,부안군,6,332.0,332.0,3864.4578313253014,3864.4578313253014,0.0,0.0,0.6687557274357863,0.05660282692884522,-0.31026993484331367,0.0,-0.9833963794610192,-0.4682687432855903
2020-07,부안군,7,648.0,648.0,4089.5061728395062,4089.5061728395062,0.0,0.0,-1.010058891326664,0.4087854610724637,-1.4443322190031218,0.0,0.07135468113970789,0.1598611232709901
2020-08,부안군,8,236.0,236.0,6154.661016949152,6154.661016949152,0.0,0.0,-1.36948724280351,-0.86812912900331,-6.48668796152452,0.0,-0.49704720434118244,-0.5701988011266084
2020-12,부안군,12,60.0,60.0,2583.3333333333335,2583.3333333333335,0.0,0.0,0.1823215567939549,0.5425743220805712,-0.16675931072818234,0.0,-1.1444570158473109,0.4640366914306888
2021-01,부안군,1,72.0,72.0,4444.444444444444,4444.444444444444,0.0,0.0,1.8718021769015918,-0.6665801531752242,0.0,0.0,1.259808643588548,-0.14396374052233574
2021-02,부안군,2,468.0,468.0,2282.051282051282,2282.051282051282,0.0,0.0,1.1294702770280143,-0.014382411680691654,0.0,0.0,0.4970511945366506,-0.07353474730097341
2021-03,부안군,3,1448.0,1448.0,2249.464779005525,2249.464779005525,0.0,0.0,-1.1467120834625204,0.30295136479712603,-0.7911392405063291,0.0,-1.3946950564869398,0.2743710835114931
2021-04,부안군,4,460.0,460.0,3045.4347826086955,3045.4347826086955,0.0,0.0,-1.6538896750049341,-0.38697380412033855,-1.2472885032537961,0.0,-0.3441860380054296,-0.3486036396213047
