county,market,month,rel,n,qty
장수군,광주각화,1,1.0272449999909896,84,70500.0
장수군,광주각화,2,0.9656713018922614,88,84205.0
장수군,광주각화,3,1.022625770899089,91,128079.5
장수군,광주각화,4,0.9905963338743492,101,219218.1
장수군,광주각화,5,1.0065729947696542,134,440919.9
장수군,광주각화,6,1.0551098473998832,164,542608.8
장수군,광주각화,7,0.9942829671792829,181,610540.1
장수군,광주각화,8,1.0023412093720505,175,541898.8
장수군,광주각화,9,1.0400567275866883,151,448419.1
장수군,광주각화,10,0.9857113739220065,154,505110.8
장수군,광주각화,11,1.0173255141770186,145,336747.1
장수군,광주각화,12,1.0164861613642553,113,142212.8
장수군,광주서부,1,0.8062474196348043,39,7240.0
장수군,광주서부,2,0.7310448476371494,45,6706.0
장수군,광주서부,3,0.6814952065510552,63,13234.0
장수군,광주서부,4,0.7767707647239498,68,23294.0
장수군,광주서부,5,0.8155716894609228,107,65550.0
장수군,광주서부,6,0.7402782080496538,156,86134.0
장수군,광주서부,7,0.7082893415779529,193,85084.7
장수군,광주서부,8,0.7239821449668272,185,98631.2
장수군,광주서부,9,0.7323948944449146,158,82257.2
장수군,광주서부,10,0.8139702963251993,137,80621.0
장수군,광주서부,11,0.7622091472258409,132,44367.5
장수군,광주서부,12,0.7080055344345753,78,13358.0
장수군,대구북부,2,1.3291393917894267,10,2330.0
장수군,대구북부,4,1.2284615545579889,13,2392.0
장수군,대구북부,5,1.1635225129650801,24,8616.0
장수군,대구북부,6,0.9634022407880594,45,33326.0
장수군,대구북부,7,1.032615727928172,68,28506.0
장수군,대구북부,8,0.9279462123503223,69,39791.0
장수군,대구북부,9,0.91105345242873,56,7519.0
장수군,대구북부,10,1.105366354479645,61,16485.0
장수군,대구북부,11,0.9724642564865156,50,10034.0
장수군,대구북부,12,0.9593523399852372,25,3960.0
장수군,대전노은,8,1.0157369999312242,11,2406.0
장수군,대전오정,7,0.7006699605924784,15,5640.0
장수군,대전오정,8,0.9739361397129508,14,9744.0
장수군,대전오정,9,0.795894468986601,16,12918.0
장수군,대전오정,10,0.6676896897573996,11,1780.0
장수군,부산엄궁,6,1.0804858605638752,19,19260.0
장수군,부산엄궁,7,0.9298101905827019,77,52459.5
장수군,부산엄궁,8,0.9083459870815132,84,46303.0
장수군,부산엄궁,9,1.053764480176261,88,42037.9
장수군,부산엄궁,10,1.0456380872585052,67,27196.0
장수군,부산엄궁,11,1.167119988931462,40,17100.6
장수군,서울가락,7,1.1488774736569882,16,29640.0
장수군,서울가락,8,1.119672399385175,24,34218.0
장수군,서울가락,9,0.8993887324427973,16,29664.0
장수군,순천,1,0.9565569364010763,58,7516.0
장수군,순천,2,1.0371010360079003,63,9790.0
장수군,순천,3,1.0101746782902945,75,15014.0
장수군,순천,4,0.9199911306037516,86,19846.0
장수군,순천,5,1.0010144860852488,105,42742.0
장수군,순천,6,0.914294580782106,110,46913.0
장수군,순천,7,0.9539977005979605,107,37337.0
장수군,순천,8,0.8855103576340813,98,31243.0
장수군,순천,9,1.0163899484274541,95,25796.0
장수군,순천,10,0.9948802640384228,104,29306.5
장수군,순천,11,0.8613094071699899,93,19364.6
장수군,순천,12,0.842600287684739,73,9687.0
장수군,전주,7,0.5527554208308414,10,216.0
장수군,진주,6,1.0093406230458424,34,4049.0
장수군,진주,7,0.9805355227477996,69,7006.0
장수군,진주,8,0.8391723895856094,68,4653.0
장수군,진주,9,1.0312466131504896,54,4006.8
장수군,진주,10,1.138865016946662,56,4834.2
장수군,진주,11,1.051103137055507,29,1424.0
전주시,광주각화,1,0.8349736336834936,59,5870.0
전주시,광주각화,2,0.7663951354305398,64,7492.0
전주시,광주각화,3,0.8154835063778229,70,9304.0
전주시,광주각화,4,0.8688754928577784,68,14899.5
전주시,광주각화,5,0.8419530279750497,73,16141.5
전주시,광주각화,6,0.6959056837181439,63,9852.0
전주시,광주각화,7,0.7597328357014463,54,7414.6
전주시,광주각화,8,0.7623657569716275,50,6707.0
전주시,광주각화,9,0.8128534724646869,46,3809.0
전주시,광주각화,10,0.8193787496872841,56,4694.0
전주시,광주각화,11,0.9313546582564158,44,4236.0
전주시,광주각화,12,0.7501792700380138,55,4640.0
전주시,대전노은,1,1.1958221702863872,11,2820.0
전주시,대전노은,2,1.2047424990762252,16,7480.0
전주시,대전노은,3,1.0893056112794626,14,12620.0
전주시,대전노은,4,1.034191165268554,17,8304.0
전주시,대전노은,5,1.0797218766510546,13,1616.0
전주시,대전노은,6,0.9301763901704667,11,3700.0
전주시,대전오정,1,1.209363147152049,16,3376.0
전주시,대전오정,2,1.1975373838811645,18,10956.0
전주시,대전오정,3,1.179094507548543,20,18684.0
전주시,대전오정,4,1.0981620058263433,19,15264.0
전주시,대전오정,5,1.0285192698829024,13,4424.0
전주시,대전오정,7,1.1713952991605094,16,8444.0
전주시,서울가락,7,1.1561781298977676,13,7608.0
전주시,서울가락,8,1.0976017883141318,10,7272.0
전주시,익산,1,1.0305005114132293,14,2284.0
전주시,익산,7,1.0090241033828395,17,1378.0
전주시,익산,8,1.073157750184048,17,1278.0
전주시,익산,9,0.9965269949462889,10,584.0
전주시,전주,1,1.0090555279196947,82,259268.0
전주시,전주,2,0.9670438296021403,81,247690.0
전주시,전주,3,1.0338654903822537,88,306030.6
전주시,전주,4,0.9955360665734837,88,294504.5
전주시,전주,5,1.0357194248133719,91,310323.0
전주시,전주,6,1.04743526523735,76,227960.0
전주시,전주,7,0.9824910136855474,81,257845.8
전주시,전주,8,1.021167659061696,68,154784.2
전주시,전주,9,1.0340617455390337,65,156495.5
전주시,전주,10,1.0003845097108783,72,205775.5
전주시,전주,11,0.9963887405117475,67,186136.0
전주시,전주,12,1.0247311406783925,71,174405.0
전주시,정읍,1,1.033353223152319,20,3004.0
전주시,정읍,2,0.9308595144744903,22,3984.0
전주시,정읍,3,0.9761734446609887,26,2962.0
전주시,정읍,4,0.8353430090472894,23,4088.0
전주시,정읍,5,0.8836841351149914,22,5200.0
전주시,정읍,6,0.8662977385179831,12,1716.0
전주시,정읍,7,1.0535984251777337,13,872.0
전주시,정읍,10,1.1604993526936687,18,4353.0
전주시,정읍,11,1.0096365269851861,25,6356.0
전주시,정읍,12,0.8247480931634277,20,2744.0
정읍시,광주각화,2,1.085948020982031,14,2760.0
정읍시,광주각화,3,1.0592921216183968,12,2089.0
정읍시,전주,9,0.7010375285218599,10,527.0
정읍시,정읍,1,1.0441211636261212,10,3093.0
정읍시,정읍,2,1.014942942996839,14,2568.0
정읍시,정읍,3,1.3653264068830426,22,1644.0
정읍시,정읍,7,1.4192531865469329,13,1356.2
정읍시,정읍,8,1.2010180677802191,15,2014.5
정읍시,정읍,9,1.2759480457829429,20,1266.25
정읍시,정읍,10,1.6252944431771579,14,1024.75
진안군,광주각화,5,1.0290614968930263,10,2938.0
진안군,광주각화,6,0.8866695868658337,22,5632.0
진안군,광주각화,7,0.8828864066400727,35,14036.5
진안군,광주각화,8,0.8364168826735445,26,6652.0
진안군,광주각화,9,0.842271634091295,21,2457.5
진안군,광주서부,1,1.105932417726628,20,1580.0
진안군,광주서부,2,1.017427349000996,15,1572.0
진안군,광주서부,3,1.0661052093000518,14,1932.0
진안군,광주서부,4,1.0584770577315084,33,10194.5
진안군,광주서부,5,0.9936595864957871,55,32063.9
진안군,광주서부,6,0.9565717489560646,67,52088.0
진안군,광주서부,7,0.9230203141155854,126,99348.8
진안군,광주서부,8,0.9571636909488435,110,85045.6
진안군,광주서부,9,1.0026656764870618,99,57029.2
진안군,광주서부,10,0.9468167172900376,91,44511.0
진안군,광주서부,11,1.0114859854295988,61,24317.0
진안군,광주서부,12,1.0209265130799507,36,6998.0
진안군,대전노은,7,0.9741957504095801,15,2856.0
진안군,대전노은,8,0.8671382829619012,17,1922.0
진안군,대전오정,5,0.9193226852451397,35,22952.0
진안군,대전오정,6,0.9703058921347096,64,110590.0
진안군,대전오정,7,0.9518654782501981,109,360720.7
진안군,대전오정,8,1.0223945012353126,89,187080.5
진안군,대전오정,9,0.9014698345475877,80,90579.5
진안군,대전오정,10,0.9320371697627995,70,81003.2
진안군,대전오정,11,0.8531200051516201,38,18131.0
진안군,대전오정,12,0.810561219060627,12,1570.0
진안군,부산엄궁,7,0.9270093059164137,28,33537.0
진안군,부산엄궁,8,0.9684565491672664,34,43489.7
진안군,부산엄궁,9,1.0342177689785046,32,29673.3
진안군,부산엄궁,10,1.1440996125738259,29,19400.5
진안군,부산엄궁,11,1.2465858457962862,24,8246.0
진안군,익산,7,0.6138033462293626,18,3394.0
진안군,익산,8,0.6644395161040011,17,961.5
진안군,전주,1,0.5909190620192037,16,301.0
진안군,전주,2,0.9181345462336441,14,556.0
진안군,전주,3,0.7954689836739371,18,1356.0
진안군,전주,4,0.6336433254087571,35,2495.0
진안군,전주,5,0.6523486054510934,40,7298.0
진안군,전주,6,0.7176348520426507,49,13200.7
진안군,전주,7,0.628275306103391,86,42578.0
진안군,전주,8,0.6010265259692239,82,16767.9
진안군,전주,9,0.7196355404516688,68,8611.0
진안군,전주,10,0.7188553040475403,69,7089.0
진안군,전주,11,0.6261745287323006,53,2281.5
진안군,전주,12,0.7567137536518217,29,1188.0
