county,actual,gap,composition,price,residual
익산시,3404.8272688652078,32.30109237940587,175.55414427906777,-201.8268284812627,58.57377658160081
남원시,3693.595991036257,321.06981455045525,-11.382163536493202,246.6663757738383,85.78560231311013
완주군,2769.0071537676313,-603.5190227181706,-270.0637962294566,-480.61285500416193,147.15762851544793
장수군,3932.551403270177,560.0252267843753,-59.084787267966966,256.26313489474717,362.846879157595
전주시,2475.0344610035218,-897.4917154822801,-159.28408781946888,-1005.1145804418309,266.90695277901955
김제시,2867.2389629752433,-505.28721351055856,-445.95022204930785,-1197.049329695375,1137.7123382341242
순창군,2750.8203959521443,-621.7057805336576,-72.9201657978062,-660.0927934665152,111.30717873066385
진안군,4528.843518362074,1156.3173418762722,-297.10754998744557,257.8334924841603,1195.5913993795575
고창군,3135.5395929485308,-236.98658353727114,-398.9056032154998,-1237.1416806191078,1399.0607002973366
