ym,county,full,sample,n_obs_full,n_obs_sample,n_days_sample
2024-02,순창군,2650.4574486325923,2847.3740947537476,218,23,2
2024-02,완주군,2218.691465475335,2336.379519392639,552,51,2
2024-02,익산시,2902.199202489722,3165.76822897665,849,83,2
2024-02,임실군,2012.439024390244,,6,0,0
2024-02,장수군,3279.4625570232874,4230.8441558441555,166,21,2
2024-02,전주시,2083.7652767000754,1988.984668918919,165,20,2
2024-02,정읍시,3935.042735042735,4212.5,16,1,1
2024-02,진안군,2108.653846153846,3100.0,8,1,1
2024-03,고창군,3082.0395738203956,3787.7906976744184,25,3,2
2024-03,김제시,3421.8713092854073,3748.413781796469,273,35,3
2024-03,남원시,4129.716777967306,4329.983475354107,1624,187,3
2024-03,부안군,1750.0,,2,0,0
2024-03,순창군,3609.300723536737,3619.39591939611,262,28,3
2024-03,완주군,3198.6547678455318,3324.536240527424,648,76,3
2024-03,익산시,3464.6359018391668,3647.5915545694825,967,108,3
2024-03,임실군,4229.00641025641,4650.0,16,1,1
2024-03,장수군,4133.470323167606,4236.304062356718,296,30,3
2024-03,전주시,2996.85815906969,3338.2755825467502,258,28,3
2024-03,정읍시,3675.6781151960786,7237.5,23,4,3
2024-03,진안군,2516.1002548853016,3320.714285714286,29,3,2
2024-04,고창군,1553.8461538461538,1625.0,13,2,1
2024-04,김제시,2104.0805009691544,1997.2264005391262,248,32,3
2024-04,남원시,2706.7128330542146,2883.014637427659,1535,181,3
2024-04,무주군,1322.1491228070176,1083.7121212121212,3,2,2
2024-04,부안군,2827.5,3000.0,9,1,1
2024-04,순창군,2136.4376863734083,2268.8694942307693,283,31,3
2024-04,완주군,1961.292132249932,2041.8615929284038,583,69,3
2024-04,익산시,2316.1497616290294,2308.9577703097834,936,112,3
2024-04,임실군,2286.0024884464983,2503.7735849056603,39,5,3
2024-04,장수군,2876.4657559502393,3077.9555999659983,357,42,3
2024-04,전주시,1717.4796024689188,2250.4093478563477,236,36,3
2024-04,정읍시,1715.0409896879958,1697.659574468085,66,6,2
2024-04,진안군,2902.8094688796687,3640.1922903846153,57,6,3
2024-05,고창군,1594.027484143763,,18,0,0
2024-05,김제시,2142.1817402454394,1567.0847516949152,227,16,2
2024-05,남원시,2707.2643530402133,2288.5826661395404,1413,111,2
2024-05,무주군,1107.6399394856278,500.0,23,1,1
2024-05,부안군,3000.0,,1,0,0
2024-05,순창군,2089.3002968935193,1465.200116097561,333,21,2
2024-05,완주군,2043.1546036370066,1691.3263270596774,583,54,2
2024-05,익산시,2465.1101148969624,1925.8723397259027,894,64,2
2024-05,임실군,1904.5978422513883,1712.4338624338625,39,4,2
2024-05,장수군,2628.756373796367,2382.8421193358163,444,36,2
2024-05,전주시,1685.724414296398,1757.568705357143,243,16,2
2024-05,정읍시,1973.139768171385,1697.1762996941898,113,9,2
2024-05,진안군,2543.548842362452,2165.1654356617646,151,10,2
2024-06,고창군,3709.5307917888563,3637.5,15,2,1
2024-06,군산시,3152.3809523809523,,3,0,0
2024-06,김제시,2615.6291339611366,2391.1000386869873,246,29,3
2024-06,남원시,2928.74635240441,2926.627219100057,1738,201,3
2024-06,무주군,1596.1912311770943,1089.2857142857142,43,4,3
2024-06,부안군,2501.569241735537,1840.2777777777778,21,4,2
2024-06,순창군,2112.6486814373325,1990.1845702811245,233,21,3
2024-06,완주군,1996.2041820948255,1974.3036298357918,601,78,3
2024-06,익산시,2806.490505829814,2433.6302889783487,863,106,3
2024-06,임실군,2000.595238095238,2075.0,8,1,1
2024-06,장수군,2869.3262620412424,2739.5347635379653,584,65,3
2024-06,전주시,2048.350668278724,2046.4685415120593,215,27,3
2024-06,정읍시,2385.605112713525,2437.047664285714,76,9,3
2024-06,진안군,2989.1895142441413,2586.867904881731,268,33,3
2024-07,고창군,6527.566367158671,5455.648148148148,59,7,3
2024-07,군산시,7351.032110091744,4180.172413793103,22,2,1
2024-07,김제시,6576.390835419831,6319.346008203708,409,51,3
2024-07,남원시,7590.649084581825,7664.318226765094,2222,254,3
2024-07,무주군,3156.8776150627614,2307.2429906542056,84,8,3
2024-07,부안군,6154.796474651703,5324.662847375691,219,25,3
2024-07,순창군,5722.914715748176,6550.674279256966,136,12,3
2024-07,완주군,4867.782859707847,4841.971519381688,583,59,3
2024-07,익산시,6484.311220572475,5962.00049662882,901,109,3
2024-07,임실군,6137.657062570041,7309.334088772846,82,10,3
2024-07,장수군,6669.752687122527,7065.798794646165,808,82,3
2024-07,전주시,4888.604338179256,4292.064065177398,283,26,3
2024-07,정읍시,4506.532889780797,3579.3636363636365,88,13,3
2024-07,진안군,6723.961689997942,6269.340884222737,548,59,3
2024-08,고창군,7256.809243199714,7532.0,47,3,2
2024-08,군산시,5000.914149443562,5709.615384615385,28,3,2
2024-08,김제시,7772.355871634332,6633.7166518714,309,28,2
2024-08,남원시,9066.22681060417,8804.798251681052,2224,166,2
2024-08,무주군,3420.9580838323354,3778.125,61,5,2
2024-08,부안군,7005.292096231238,6720.315945640176,232,20,2
2024-08,순창군,7826.82932141191,7356.332743206521,105,8,2
2024-08,완주군,6184.079144800598,5622.646710544243,497,32,2
2024-08,익산시,8311.16321239027,7550.840498729257,980,73,2
2024-08,임실군,7104.6710539386895,6439.1796671875,120,9,2
2024-08,장수군,8030.35627201808,8007.078417695473,849,67,2
2024-08,전주시,5677.20767250422,5802.861399087055,254,22,2
2024-08,정읍시,6451.472494117647,7268.000050000001,64,4,2
2024-08,진안군,8262.777942910381,7275.7603802990325,536,41,2
2024-09,고창군,12303.158602150537,,7,0,0
2024-09,군산시,7063.636363636364,6825.0,7,1,1
2024-09,김제시,12057.394756455826,14251.070002176279,241,20,2
2024-09,남원시,14856.36877267302,15452.229400393258,1748,180,3
2024-09,무주군,6411.567164179104,6471.428571428572,18,2,2
2024-09,부안군,8041.340149076517,10228.406313868614,84,7,1
2024-09,순창군,12988.963961600184,11893.532625,81,8,3
2024-09,완주군,13608.733604069981,12903.769456331433,465,37,2
2024-09,익산시,13062.800590366702,14587.258013859047,938,75,2
2024-09,임실군,8655.24149510444,8057.232704402516,29,2,1
2024-09,장수군,13668.583610487292,13239.399259877186,691,82,3
2024-09,전주시,10444.30214128118,10373.360431292862,158,16,2
2024-09,정읍시,12905.796637313904,10148.46664,57,6,2
2024-09,진안군,14157.7495930639,15349.538889261146,393,38,3
2024-10,고창군,7349.37154348919,9528.57142857143,20,2,1
2024-10,김제시,10821.574972226761,10586.0529986053,263,29,3
2024-10,남원시,11914.562691851252,12560.766455963247,2023,221,3
2024-10,무주군,4484.191176470588,6650.0,20,1,1
2024-10,부안군,8045.888157894737,6875.0,4,1,1
2024-10,순창군,9359.78218036172,10141.3152124031,143,14,3
2024-10,완주군,9519.12926589156,8917.422707228288,713,68,3
2024-10,익산시,10345.06249132693,12129.612101727796,1063,124,3
2024-10,임실군,10470.629241835833,15702.134146341463,39,2,2
2024-10,장수군,11844.575189138715,11923.55421533066,785,92,3
2024-10,전주시,8733.932882062087,11528.89955342563,235,25,3
2024-10,정읍시,6457.667101308028,6178.71462264151,104,10,3
2024-10,진안군,11233.628786408133,11839.545700559394,369,46,3
2024-11,고창군,2193.2976973684213,3346.0365853658536,26,2,2
2024-11,김제시,2747.5822163402463,2502.259774984672,247,24,3
2024-11,남원시,5069.404100340928,5262.860636592723,1800,203,3
2024-11,무주군,2482.1865443425077,1373.3333333333333,28,4,2
2024-11,부안군,3104.3238993710693,1725.0,5,1,1
2024-11,순창군,3558.8513205844433,3568.607425893173,144,16,3
2024-11,완주군,3153.0890635343126,3335.3609257948865,711,80,3
2024-11,익산시,3064.4375058519418,2886.165291867288,1165,137,3
2024-11,임실군,4140.811241798942,5443.794281914893,23,3,2
2024-11,장수군,5554.246671853218,4942.90087836307,534,65,3
2024-11,전주시,2773.832513807531,3180.876558642878,198,27,3
2024-11,정읍시,3511.8984156521738,2930.908166666666,113,11,3
2024-11,진안군,5683.169625483612,5242.632955623902,207,26,3
2024-12,고창군,2383.233249051833,1997.6744186046512,38,5,2
2024-12,군산시,1268.3333333333333,,2,0,0
2024-12,김제시,2480.172183066588,2161.083249749248,230,16,2
2024-12,남원시,3853.2145413665107,3410.671246309088,1832,140,2
2024-12,무주군,751.8413597733711,,8,0,0
2024-12,부안군,1730.0,,3,0,0
2024-12,순창군,2604.943228739003,2486.5811382636653,135,8,2
2024-12,완주군,2173.171575793682,1815.3635864370153,628,56,2
2024-12,익산시,2763.2710427531933,2293.052840691591,1183,85,2
2024-12,임실군,1906.2292955298014,1376.3157894736842,36,2,2
2024-12,장수군,3453.895196064482,3272.9230764749495,342,33,2
2024-12,전주시,2011.832260895222,1433.8765104790418,189,10,2
2024-12,정읍시,2848.9789596153846,2728.3695652173915,63,5,1
2024-12,진안군,2765.8820268722807,2501.922340909091,75,8,2
2025-01,고창군,2311.437074829932,2057.2916666666665,29,4,2
2025-01,김제시,2336.7915763557758,2197.6482677627714,219,24,2
2025-01,남원시,3684.344904781684,3314.2543237604896,1398,143,2
2025-01,무주군,750.0,,1,0,0
2025-01,순창군,2169.7635661800377,1997.0604209145426,100,10,2
2025-01,완주군,2060.8703741296586,2148.5525751151085,533,50,2
2025-01,익산시,2521.8946820576866,2264.120215673879,987,104,2
2025-01,임실군,2354.129508916002,2481.008583690987,70,8,2
2025-01,장수군,3726.8079948741142,3681.493048611111,167,18,2
2025-01,전주시,1786.2457421806853,1741.9080354752343,169,18,2
2025-01,정읍시,2918.2716871761654,3006.3194,61,4,2
2025-01,진안군,2440.4631039788965,2637.719298245614,47,4,1
2025-02,고창군,2456.648936170213,2095.108695652174,25,5,2
2025-02,김제시,2302.43010596689,2051.676796813403,226,30,3
2025-02,남원시,2937.0029255864542,2852.8601771025874,1526,199,3
2025-02,순창군,2209.669832098215,2161.825860248447,126,15,3
2025-02,완주군,1980.0709666408422,1934.5151203440385,637,82,3
2025-02,익산시,2470.7123781297273,2176.110905028499,957,128,3
2025-02,임실군,2682.597696921684,2642.8969359331477,37,5,3
2025-02,장수군,3023.0694425193165,2947.3535929519917,207,29,3
2025-02,전주시,1641.2922607881499,1588.7257400908338,191,30,3
2025-02,정읍시,2436.406875753012,2944.74358974359,66,6,3
2025-02,진안군,2125.112008064516,1600.4064756097562,29,4,2
2025-03,고창군,1992.9060626223093,,31,0,0
2025-03,군산시,2850.0,,1,0,0
2025-03,김제시,2133.0287284911224,2170.126433258643,270,34,3
2025-03,남원시,2588.086440330915,2744.501039608916,2046,219,3
2025-03,무주군,700.0,,1,0,0
2025-03,순창군,2076.548871005483,2122.1359888446214,167,22,3
2025-03,완주군,1961.220678201103,1956.1055318593794,716,84,3
2025-03,익산시,2357.2254546193576,2344.718641291205,1013,116,3
2025-03,임실군,2254.028041825095,2296.611253196931,52,8,3
2025-03,장수군,2944.0851764033337,3003.057942704626,255,31,3
2025-03,전주시,1762.303254312639,1679.4150942904603,233,30,3
2025-03,정읍시,1826.5774874923734,1870.3082706766918,115,13,3
2025-03,진안군,2158.747896711636,2762.087912087912,39,4,2
2025-04,고창군,2301.086956521739,,3,0,0
2025-04,김제시,2443.8726374173457,2505.617114569752,280,36,3
2025-04,남원시,2652.913874072618,2479.0652500037004,2064,238,3
2025-04,무주군,1405.141129032258,1786.71875,9,2,2
2025-04,순창군,2155.416916044354,2039.874520076482,157,19,3
2025-04,완주군,2165.019284321222,2030.3772469719352,733,81,3
2025-04,익산시,2427.1973431905176,2433.5409858248295,960,112,3
2025-04,임실군,2027.3027906870227,1754.7790194524496,66,7,3
2025-04,장수군,2876.0851130796764,2535.588820781893,327,38,3
2025-04,전주시,1795.2009629666861,1877.441815560567,257,32,3
2025-04,정읍시,2126.6705497214252,2011.4244087431694,126,17,3
2025-04,진안군,2073.654350632283,2289.920155403479,81,9,3
2025-05,김제시,2951.140953616919,3172.851058727034,313,22,2
2025-05,남원시,3497.9619814846374,4311.581238120733,1765,136,2
2025-05,무주군,1269.4444444444443,,13,0,0
2025-05,부안군,2005.6509945750452,,17,0,0
2025-05,순창군,3132.3345772851394,3978.7373171577124,175,14,2
2025-05,완주군,2663.0655270388825,3296.5404833400444,728,56,2
2025-05,익산시,3077.0942656638676,3032.519429558139,1068,86,2
2025-05,임실군,2779.1573452647276,3049.3630573248406,47,6,2
2025-05,장수군,3556.9947998377975,4719.915532755197,488,39,2
2025-05,전주시,2233.977237050772,2361.576575715859,259,20,2
2025-05,정읍시,1843.5103864216437,1916.971891379855,162,10,2
2025-05,진안군,3017.555558554541,4463.327107677903,226,12,2
2025-06,고창군,2561.4864864864867,,4,0,0
2025-06,김제시,2785.8556969006036,3080.8633832786886,298,23,2
2025-06,남원시,2884.8735700478846,3071.596447554135,1834,147,2
2025-06,무주군,2587.3427672955977,2126.0,42,4,2
2025-06,부안군,2092.100486348913,2305.7432432432433,48,4,2
2025-06,순창군,2491.6778030136484,2340.0736493428913,161,13,2
2025-06,완주군,2172.415671940268,2344.1508965743224,637,50,2
2025-06,익산시,2565.8077338225116,2741.28284214756,925,72,2
2025-06,임실군,3338.3333333333335,1490.1960784313726,11,2,2
2025-06,장수군,2696.7782009828184,2635.471393732749,563,45,2
2025-06,전주시,1917.500289203417,1843.0254536290322,203,19,2
2025-06,정읍시,1603.9510463938793,2021.4088397790056,128,13,2
2025-06,진안군,2801.8171597314445,2998.7627639999996,298,19,2
2025-07,고창군,3830.807398645789,2905.7189346405225,48,5,3
2025-07,군산시,5374.808282208589,7765.0,22,2,2
2025-07,김제시,4165.837258394829,4580.224043913714,376,48,3
2025-07,남원시,5495.355967202838,5114.20199259006,1992,219,3
2025-07,무주군,2403.2397959183672,4200.0,40,2,2
2025-07,부안군,3337.5271721215395,3949.4935935765266,140,16,3
2025-07,순창군,4389.406877713609,4271.729601832994,172,21,3
2025-07,완주군,3595.894517784103,3928.5129605,601,69,3
2025-07,익산시,4371.593471136541,4502.779614887207,1100,126,3
2025-07,임실군,3953.6308771977647,4348.420287539936,95,11,3
2025-07,장수군,5018.9147134598215,4839.591406399179,785,90,3
2025-07,전주시,3382.101928823843,3548.5640163694825,214,22,3
2025-07,정읍시,3674.7997153700194,4028.491909722222,106,10,3
2025-07,진안군,4723.582628846535,5023.127474483298,559,64,3
2025-08,고창군,5943.716818620117,6316.949152542373,72,11,3
2025-08,군산시,6801.987281399046,7453.571428571428,26,2,2
2025-08,김제시,5819.903389073442,4948.716261288685,313,41,3
2025-08,남원시,6949.059322781676,6748.574027421706,1778,224,3
2025-08,무주군,2991.370673952641,3738.5036496350367,42,10,2
2025-08,부안군,4065.9617490164,3777.867405230978,109,13,3
2025-08,순창군,6237.28471702945,6322.096562189055,147,16,3
2025-08,완주군,5310.640925203941,5357.147513387604,538,63,3
2025-08,익산시,5716.994656418812,5355.333548291325,1050,129,3
2025-08,임실군,5082.871928952772,4912.6855337972165,81,7,3
2025-08,장수군,6146.888172979827,5789.309678380222,764,90,3
2025-08,전주시,4436.471065879686,3810.193588405797,176,29,3
2025-08,정읍시,4533.862661723819,4661.692175243394,101,15,3
2025-08,진안군,6374.92340473079,5710.219980382382,602,82,3
2025-09,고창군,11529.585382993675,13796.470588235294,21,2,2
2025-09,군산시,10725.0,,1,0,0
2025-09,김제시,8494.087888279942,8125.508942113648,274,31,3
2025-09,남원시,9634.271080166835,9971.622000593834,1879,226,3
2025-09,무주군,5658.053097345132,6807.207207207207,52,6,3
2025-09,부안군,7674.910703575586,7724.6577715605745,143,16,3
2025-09,순창군,9135.584222396787,9887.907660685152,183,18,3
2025-09,완주군,7789.2194346169545,8342.994032647304,642,73,3
2025-09,익산시,9291.844910815667,9563.097702147277,988,123,3
2025-09,임실군,6902.501149201943,7692.913385826771,44,6,3
2025-09,장수군,9264.260903173394,9832.17492902098,815,94,3
2025-09,전주시,7017.26549468575,8524.791533261026,178,18,3
2025-09,정읍시,7420.766778993436,7552.536794117646,66,7,2
2025-09,진안군,9014.90778833637,8978.468873729333,544,71,3
2025-10,고창군,8597.100416966212,9286.654804270464,44,6,2
2025-10,김제시,7218.613172930771,5550.6058158319875,178,16,2
2025-10,남원시,8779.068786652764,8277.85038105873,1753,160,3
2025-10,무주군,6016.057233704292,3020.8333333333335,46,2,2
2025-10,부안군,5932.006262363996,4290.0113955479455,49,8,2
2025-10,순창군,6503.990991527437,4819.451064230343,183,12,2
2025-10,완주군,5760.662421863661,5138.767629136453,556,39,2
2025-10,익산시,7660.512433739822,7269.468646624447,1031,88,3
2025-10,임실군,5709.926603118161,4354.6398891966755,42,7,2
2025-10,장수군,8487.698129703776,7868.801158486707,728,62,2
2025-10,전주시,5910.571986956192,5687.054218572587,177,14,2
2025-10,정읍시,5696.295513902681,3666.25,65,4,2
2025-10,진안군,7480.572500976271,6762.422583686095,396,30,2
2025-11,고창군,4101.880194129503,3712.3711340206187,93,12,3
2025-11,김제시,2767.951735453523,3089.363663265306,173,17,3
2025-11,남원시,4549.164409205892,4644.538662141899,1738,206,3
2025-11,무주군,1844.7368421052631,,13,0,0
2025-11,부안군,2585.70474262226,2134.823778455285,42,4,1
2025-11,순창군,3403.711898252427,3902.092933017592,154,15,3
2025-11,완주군,2570.37342557398,2559.0539515158357,646,75,3
2025-11,익산시,2788.7181011472926,3296.4961603801007,1080,131,3
2025-11,임실군,3519.9918486997635,3748.97112345679,29,4,2
2025-11,장수군,4804.0296234748575,5443.30447806354,473,56,3
2025-11,전주시,2687.8446706058685,2410.6895652173916,166,25,3
2025-11,정읍시,2494.3434627831716,2706.1248192482644,98,12,3
2025-11,진안군,4572.54479571737,4373.819259649123,241,31,3
2025-12,고창군,3303.4867721822543,2574.8451663568776,57,6,3
2025-12,김제시,3011.798106108814,2850.132802124834,201,23,3
2025-12,남원시,4343.0394857888805,3903.319035681665,1835,203,3
2025-12,무주군,1544.3820224719102,,4,0,0
2025-12,부안군,2776.619913877953,1813.556338028169,52,7,2
2025-12,순창군,3092.5136840476193,2681.2836161490686,170,19,3
2025-12,완주군,2584.0212860650677,2344.906284025223,668,70,3
2025-12,익산시,3350.664140904327,3021.1995738969104,1214,135,3
2025-12,임실군,2623.2523353580564,1680.1470588235295,28,2,2
2025-12,장수군,4243.4345378812195,4208.534775713213,379,45,3
2025-12,전주시,2282.5368454494137,2226.2773088384693,183,17,3
2025-12,정읍시,2261.391806541267,2110.855891891892,95,4,2
2025-12,진안군,4293.315431699463,4086.420118343195,100,11,3
2026-01,고창군,5502.989572533516,9598.954248366013,46,5,2
2026-01,군산시,6535.277777777777,,6,0,0
2026-01,김제시,5196.279278302962,6015.077160609613,233,22,2
2026-01,남원시,7142.651679581366,9576.972255321069,1671,144,2
2026-01,무주군,2500.0,,1,0,0
2026-01,부안군,4649.17872716895,6647.382958677686,52,4,2
2026-01,순창군,5721.986577009286,6950.977615904366,185,15,2
2026-01,완주군,5003.740802495498,6589.7810918810555,657,46,2
2026-01,익산시,5779.381791400073,7877.918119647497,1142,87,2
2026-01,임실군,5637.865691489362,,30,0,0
2026-01,장수군,6725.199260614509,9880.275708633093,259,23,2
2026-01,전주시,4760.690664589133,5026.76292074199,188,15,2
2026-01,정읍시,5538.089370409234,6343.03125,55,6,2
2026-01,진안군,9599.387144010767,11273.02290625,47,5,2
2026-02,고창군,2800.0117810734464,875.0,17,2,1
2026-02,김제시,2394.077785452323,2222.086966356674,220,22,2
2026-02,남원시,3988.9471039488035,3705.041706606305,1404,153,3
2026-02,부안군,2196.633527284264,2838.235294117647,39,3,1
2026-02,순창군,3131.981535058083,2974.7572683720928,165,19,2
2026-02,완주군,2569.7361627915902,2295.0490727658907,556,58,3
2026-02,익산시,2624.1947825874468,2320.6686324355132,892,81,3
2026-02,임실군,2755.498059508409,696.7741935483871,16,2,1
2026-02,장수군,3492.05140178025,2566.4262000000003,183,18,2
2026-02,전주시,2119.0384067722352,2226.113251680672,152,13,3
2026-02,정읍시,3003.8244321592165,2865.703125,69,10,3
2026-02,진안군,5898.430493273542,4333.333333333333,20,2,2
2026-03,고창군,1746.171162972973,1850.8982035928143,43,3,1
2026-03,김제시,1953.9411428960366,1994.659575531915,281,17,2
2026-03,남원시,2760.6141620533845,2724.1436437679313,1879,141,2
2026-03,무주군,1388.4615384615386,,3,0,0
2026-03,부안군,1200.3971105974395,875.0,69,2,1
2026-03,순창군,2268.4192276623417,2260.7006341248903,221,19,2
2026-03,완주군,1854.9080029288227,1855.2698964395279,676,50,2
2026-03,익산시,2069.6955387507364,2222.799542111532,1005,72,2
2026-03,임실군,2128.5714285714284,,8,0,0
2026-03,장수군,2589.0155116821456,2991.2608301245755,249,20,2
2026-03,전주시,1764.8413568578435,1711.3066431398415,168,12,2
2026-03,정읍시,1865.5563384287238,1802.222191919192,93,5,2
2026-03,진안군,3879.0697674418607,4081.25,27,2,2
2026-04,고창군,1737.3443961748633,3300.0,17,1,1
2026-04,김제시,2264.956391205186,2815.410894206549,306,24,2
2026-04,남원시,2967.4162069034032,3080.131603136193,1796,141,2
2026-04,무주군,1626.6304347826087,1150.0,5,1,1
2026-04,부안군,1766.867469879518,2000.0,24,1,1
2026-04,순창군,2655.7901914871363,2888.9691909722223,217,21,2
2026-04,완주군,2304.299254777779,2393.160523853749,689,51,2
2026-04,익산시,2473.2034032635834,2503.850053072626,897,70,2
2026-04,장수군,3307.2997889650487,3166.346486142322,358,24,2
2026-04,전주시,1886.367199841953,1845.884574074074,210,14,2
2026-04,정읍시,1851.1826790820703,1630.351462585034,110,10,2
2026-04,진안군,4349.497311624522,3694.017094017094,49,4,2
2026-05,김제시,2635.7562405337594,2512.658422520661,378,42,3
2026-05,남원시,2864.2691519848336,2949.356449168256,1556,184,3
2026-05,무주군,1232.299281021898,,11,0,0
2026-05,부안군,2020.408163265306,,6,0,0
2026-05,순창군,2712.194691402144,2649.3726697556863,192,23,3
2026-05,완주군,2328.9204724705187,2281.54217950577,661,78,3
2026-05,익산시,2569.6269196257304,2546.6438776840823,949,102,3
2026-05,장수군,2605.1821566715657,2504.6765760087437,498,59,3
2026-05,전주시,2232.163981999167,1986.1048704552898,200,26,3
2026-05,정읍시,1585.5043071099944,1339.293756097561,130,13,3
2026-05,진안군,2398.852779031547,2334.688333139535,111,15,3
2026-06,김제시,4311.9372712018885,4119.694999443207,320,38,3
2026-06,남원시,3385.2149905484007,3191.478502999379,1796,220,3
2026-06,무주군,2736.1788617886177,1875.0,11,2,1
2026-06,부안군,2853.4195933456563,2404.8507462686566,38,2,2
2026-06,순창군,3267.083904483886,3199.44861919369,249,32,3
2026-06,완주군,3017.3896194790113,2915.402206946076,628,81,3
2026-06,익산시,3807.32084040743,3480.436572490777,868,104,3
2026-06,임실군,7518.8755020080325,2200.0,5,1,1
2026-06,장수군,3243.615833091855,3152.111003986571,554,68,3
2026-06,전주시,2825.7551378994785,3069.6174249999995,156,15,3
2026-06,정읍시,1916.2315028117766,1939.846238095238,103,9,3
2026-06,진안군,4256.827021598365,3991.1446068207447,230,27,3
2026-07,고창군,2665.119043355482,2021.6056226415094,40,8,2
2026-07,김제시,4908.126981644847,5712.814767416935,328,21,2
2026-07,남원시,5677.731376885298,5897.103125000001,1947,141,2
2026-07,무주군,2995.533055390113,3018.181818181818,45,3,2
2026-07,부안군,3043.050632224937,3040.1768834211257,155,10,2
2026-07,순창군,4363.790586531945,4751.935763888889,196,11,2
2026-07,완주군,4162.552353530708,5073.271578066186,590,43,2
2026-07,익산시,4701.652596906164,5518.457615837001,1075,83,2
2026-07,임실군,3811.1419922885007,2680.8659217877093,59,3,2
2026-07,장수군,5234.523622734788,5292.721703833507,719,58,2
2026-07,전주시,3475.304201318512,3740.3691151504295,194,13,2
2026-07,정읍시,4707.261842978552,5356.300016,76,5,2
2026-07,진안군,5312.5909458991755,6705.421360431217,491,42,2
2026-08,고창군,3277.3116438356165,,3,0,0
2026-08,김제시,5870.5872935927,5193.5191930313595,75,9,1
2026-08,남원시,6342.130337613538,5356.017487524834,497,72,1
2026-08,무주군,3995.8015267175574,4352.777777777777,11,2,1
2026-08,부안군,3601.147279582255,3512.677765919282,49,6,1
2026-08,순창군,7171.069510899944,6945.802485185185,36,6,1
2026-08,완주군,4716.241410982705,4168.478943740532,134,22,1
2026-08,익산시,5083.616808958424,3785.315807635073,312,46,1
2026-08,임실군,4878.148485908488,3971.4884393063585,41,7,1
2026-08,장수군,6127.206321932928,5314.545315908067,227,30,1
2026-08,전주시,3825.7321359412595,2730.2234867197876,50,7,1
2026-08,정읍시,5043.795231766613,5828.192771084337,21,3,1
2026-08,진안군,5614.726569973473,4440.068862094215,124,22,1
