ym,county,full,sample,n_obs_full,n_obs_sample,n_days_sample
2018-04,고창군,2423.0804773834375,1907.6576576576576,20,2,2
2018-04,김제시,2397.1897347192057,1530.714782428356,167,14,2
2018-04,남원시,2744.5546858956664,2082.145042012579,1411,121,2
2018-04,부안군,2851.543541755889,2840.909090909091,32,2,2
2018-04,순창군,2121.209023011127,1596.8138402597403,125,10,2
2018-04,완주군,2152.7901959578867,1274.6564626481772,494,42,2
2018-04,익산시,2469.58479977604,1840.1378712734124,654,48,2
2018-04,장수군,2880.0991892778743,2386.928578677309,221,18,2
2018-04,전주시,2007.298679239746,1201.631560338983,265,23,2
2018-04,정읍시,1714.6312548606077,1781.5860080645161,61,6,2
2018-04,진안군,2801.0028389830504,2190.0,29,1,1
2018-05,고창군,2013.7820512820513,1728.5276073619632,21,4,3
2018-05,군산시,1200.0,,1,0,0
2018-05,김제시,1912.0199852835608,1791.9887088278933,174,20,3
2018-05,남원시,2548.2673945379397,2524.221656002204,1593,187,3
2018-05,무주군,1597.8260869565217,,9,0,0
2018-05,부안군,1726.0,2000.0,8,1,1
2018-05,순창군,1984.7757091701903,1477.818010107817,113,12,3
2018-05,완주군,1827.2658171538296,1657.322712654202,506,57,3
2018-05,익산시,2401.9651048379765,2247.688689953464,705,75,3
2018-05,장수군,2687.801673185517,2721.1506899718156,378,43,3
2018-05,전주시,1467.3247159823497,1545.1570268445323,308,35,3
2018-05,정읍시,1013.6782416352719,921.4000669485553,83,9,3
2018-05,진안군,3662.7173433813896,3713.271028037383,21,3,2
2018-06,고창군,1715.579188652482,1827.8248177966102,26,2,2
2018-06,김제시,1576.435578366112,1564.296595338983,161,16,3
2018-06,남원시,2018.1026178163365,2031.6810680585065,1628,182,3
2018-06,무주군,1159.0551181102362,750.0,15,1,1
2018-06,부안군,2282.608695652174,1750.0,15,1,1
2018-06,순창군,1583.1922037883346,1608.3587261373773,131,15,3
2018-06,완주군,1384.3759585349571,1386.4044863826814,487,58,3
2018-06,익산시,1692.70451371457,1637.7860757809851,718,89,3
2018-06,임실군,1400.0,,1,0,0
2018-06,장수군,1952.23403931,1897.5438671090594,586,74,3
2018-06,전주시,1437.675086048769,1225.9505506557377,239,24,3
2018-06,정읍시,896.0401757429897,852.7696793002916,66,8,3
2018-06,진안군,2350.7902492707503,1748.2758620689656,43,5,3
2018-07,고창군,2972.8615611772484,,20,0,0
2018-07,김제시,3691.1507208850608,3000.6155156249997,140,9,2
2018-07,남원시,3538.2866503606197,2152.8097248215936,2101,157,2
2018-07,무주군,1570.7602339181287,400.0,34,1,1
2018-07,부안군,5026.2430939226515,2375.0,25,1,1
2018-07,순창군,3672.7256104705784,2255.1680767973853,153,9,2
2018-07,완주군,3066.031577527372,1625.427792994884,500,36,2
2018-07,익산시,3092.7692895743194,2375.708481026171,711,47,2
2018-07,장수군,3781.516689162169,2209.7694894829096,822,53,2
2018-07,전주시,2962.729775713771,1550.1951877104377,239,18,2
2018-07,정읍시,2415.735294117647,1600.0,22,1,1
2018-07,진안군,3142.6202484237942,2555.1813804453054,231,16,2
2018-08,고창군,5784.28384765625,6815.740694444444,16,2,2
2018-08,군산시,575.0,,1,0,0
2018-08,김제시,6005.064757269185,6939.003474919094,154,12,2
2018-08,남원시,5425.201660438613,5287.034642580646,2274,154,2
2018-08,무주군,3677.0780856423175,6150.0,34,2,1
2018-08,부안군,6750.0,,1,0,0
2018-08,순창군,5698.002867179918,5369.766791044776,103,6,2
2018-08,완주군,4742.206863272316,4842.329142622278,617,50,2
2018-08,익산시,6153.4865843076905,7762.704468978295,694,50,2
2018-08,임실군,2136.9565217391305,,2,0,0
2018-08,장수군,5404.036937700878,4935.483593467621,849,62,2
2018-08,전주시,4510.250145616936,6487.07856024531,285,16,2
2018-08,정읍시,4932.470119521912,5730.060606060606,34,5,2
2018-08,진안군,4943.6635084107265,4554.348750442478,260,16,2
2018-09,고창군,10462.280579861112,9916.666618181818,23,3,2
2018-09,김제시,10053.567277337012,11297.026209677419,75,5,2
2018-09,남원시,11322.750624696071,12993.08929816657,1803,155,2
2018-09,무주군,6531.147540983607,6525.0,12,1,1
2018-09,부안군,10113.475177304965,8541.666666666666,30,3,1
2018-09,순창군,8993.413126496129,9908.60759493671,60,3,2
2018-09,완주군,9382.265053695279,10949.09572799651,441,42,2
2018-09,익산시,10738.375816185533,12881.436393133767,642,56,2
2018-09,임실군,16686.486486486487,,5,0,0
2018-09,장수군,10328.288717626105,11130.026622469479,695,63,2
2018-09,전주시,8640.764018363696,9208.194230936819,191,19,2
2018-09,정읍시,9405.952380952382,8198.611111111111,35,4,1
2018-09,진안군,10752.306654036873,11298.75168097166,173,11,2
2018-10,고창군,3293.869852580372,3343.945837606838,27,4,2
2018-10,김제시,3110.8578606835754,3524.874757751938,105,12,3
2018-10,남원시,3859.0154586442645,4303.51605326557,2038,222,3
2018-10,무주군,2425.7042253521126,2575.0,21,5,3
2018-10,부안군,2894.2579505300355,2475.675675675676,37,7,2
2018-10,순창군,2741.739887928404,2917.8621611328126,86,10,3
2018-10,완주군,2293.659824040932,2605.1248985906186,472,53,3
2018-10,익산시,3008.7840339997806,3216.224094273869,798,91,3
2018-10,임실군,3421.6666666666665,,4,0,0
2018-10,장수군,3243.630841323044,3535.299166864608,801,85,3
2018-10,전주시,1856.0279109044066,2042.149417133707,271,28,3
2018-10,정읍시,2800.570652173913,2818.5344827586205,60,5,2
2018-10,진안군,3897.87662146942,4442.81566450733,166,23,3
2018-11,고창군,1566.6221757117437,1550.0,13,1,1
2018-11,김제시,1629.5628949542897,2250.6003033175357,117,8,2
2018-11,남원시,1850.5959502278656,1807.3168996559202,1602,131,2
2018-11,부안군,1612.7450980392157,,8,0,0
2018-11,순창군,1363.7213242798355,1434.5648177339901,102,11,2
2018-11,완주군,1373.2367897428182,1539.6342389622212,343,23,2
2018-11,익산시,1700.4491190986284,2102.2554782293178,781,59,2
2018-11,임실군,1340.2777777777778,,3,0,0
2018-11,장수군,1763.4175886349262,1701.0468766136294,540,37,2
2018-11,전주시,1047.2353838052845,937.3812794822628,283,24,2
2018-11,정읍시,1600.14389352518,1959.468085106383,53,5,2
2018-11,진안군,1911.9077014638315,2204.1666666666665,47,3,2
2018-12,고창군,1443.1475903614457,1159.2261904761904,26,2,2
2018-12,김제시,1587.688636858592,1536.8986454081632,112,10,2
2018-12,남원시,2396.36961701746,2199.9381900305784,1326,159,3
2018-12,부안군,2222.222222222222,,5,0,0
2018-12,순창군,1531.3164077812016,1598.725177797834,95,11,3
2018-12,완주군,1561.79660741043,1427.14023591213,363,45,3
2018-12,익산시,2209.796730249317,2094.092078043342,781,82,3
2018-12,임실군,1250.0,,1,0,0
2018-12,장수군,2070.928440562566,1957.502585322723,269,27,3
2018-12,전주시,1355.138351462461,1366.1942144896504,237,27,3
2018-12,정읍시,2160.7951710843377,2000.0,35,1,1
2018-12,진안군,1914.3846638888886,1879.8161764705883,36,6,3
2019-01,고창군,2241.766055045872,2662.0967741935483,27,3,3
2019-01,김제시,2025.955934760037,2095.6078706709955,145,17,3
2019-01,남원시,2611.6567858390645,2750.8056184153006,1481,170,3
2019-01,부안군,1854.7297297297298,,4,0,0
2019-01,순창군,2015.5627199781661,2181.3177665975104,113,13,3
2019-01,완주군,1830.135698278166,1935.8992565671308,429,49,3
2019-01,익산시,2247.626597912039,2501.5637028857545,709,90,3
2019-01,장수군,2755.1757519043085,3139.64845703125,148,15,3
2019-01,전주시,1684.7328339629464,1732.7272912143826,246,23,3
2019-01,정읍시,2783.7239583333335,2246.0,34,2,2
2019-01,진안군,2371.2264150943397,2108.3333333333335,23,5,2
2019-02,고창군,1785.8695652173913,1664.2857142857142,15,2,2
2019-02,김제시,1475.1970808,1271.6450905688623,94,10,2
2019-02,남원시,1822.0056482662021,1544.8523751630476,1264,119,2
2019-02,부안군,1776.1627906976744,1744.047619047619,13,2,2
2019-02,순창군,1460.6787844948785,1358.4308578595317,97,10,2
2019-02,완주군,1387.5960934626662,1136.7391919768259,318,26,2
2019-02,익산시,1689.5183726138587,1520.1581717377026,549,53,2
2019-02,임실군,700.0,,1,0,0
2019-02,장수군,2206.874533748702,1910.5171414790998,100,10,2
2019-02,전주시,1357.0766169885112,1260.2568951612902,184,21,2
2019-02,정읍시,1510.5138339920948,1102.03125,31,2,2
2019-02,진안군,1160.4166666666667,1275.0,6,1,1
2019-03,고창군,2505.2120141342757,2750.5813953488373,30,3,3
2019-03,김제시,1963.4320341470952,1872.396615419708,113,12,3
2019-03,남원시,2096.8230587190096,2026.7218483194702,1661,198,3
2019-03,부안군,2196.440129449838,2033.3333333333333,25,4,3
2019-03,순창군,1873.5344392766422,1747.1463903256706,109,13,3
2019-03,완주군,1945.9251387205716,1908.833578112076,368,37,3
2019-03,익산시,2025.2915981249325,1934.9963416637124,730,85,3
2019-03,장수군,2638.5997215892908,2627.9553292,130,15,3
2019-03,전주시,1836.1071210754244,1921.374539367182,235,27,3
2019-03,정읍시,1508.8741223671013,1359.9435028248588,74,7,3
2019-03,진안군,2286.7324561403507,,12,0,0
2019-04,고창군,2528.8552787663107,2335.820895522388,21,2,2
2019-04,김제시,2209.8492093186815,2208.2011686143574,139,19,3
2019-04,남원시,2391.1197688363345,2252.4789103881944,1591,178,3
2019-04,부안군,2835.1749539594844,2846.590909090909,43,5,2
2019-04,순창군,2002.574180226629,1764.355754008016,117,14,3
2019-04,완주군,2157.244760611715,1951.2864000407994,390,45,3
2019-04,익산시,2246.866199660612,2005.206145761652,735,89,3
2019-04,임실군,2482.9545454545455,,3,0,0
2019-04,장수군,2548.5416066535204,2211.7816096982756,234,25,3
2019-04,전주시,1782.8457939266789,1800.1327820921988,255,27,3
2019-04,정읍시,1280.7608545249961,1220.381472891566,75,8,3
2019-04,진안군,2208.5985452674895,2518.8636363636365,39,5,2
2019-05,고창군,2818.512974051896,3000.0,17,1,1
2019-05,김제시,3093.322807530178,1742.3947704081634,149,10,2
2019-05,남원시,3002.526882184774,2212.7893118920233,1567,108,2
2019-05,무주군,2504.0,,5,0,0
2019-05,부안군,3708.0696202531644,2500.0,35,2,1
2019-05,순창군,2313.6421285447177,1803.945006875,148,13,2
2019-05,완주군,2504.9548184442865,1657.0809200383053,421,32,2
2019-05,익산시,2978.9896138530753,2404.0997314764772,763,57,2
2019-05,임실군,1275.0,,3,0,0
2019-05,장수군,2828.0609637821685,2219.3903358011635,488,37,2
2019-05,전주시,2134.0672242580677,1520.466074026142,291,27,2
2019-05,정읍시,1545.189778597786,1492.1875234375,83,4,2
2019-05,진안군,2776.763735826002,2390.861873831776,64,7,2
2019-06,고창군,1384.6153846153845,,2,0,0
2019-06,김제시,1851.489496691844,1776.8402152034262,143,16,3
2019-06,남원시,2536.1661805069984,2472.462436340969,1488,187,3
2019-06,무주군,2745.6521739130435,1750.0,8,1,1
2019-06,순창군,1952.255919717138,1552.66946320922,135,13,3
2019-06,완주군,1761.6829533015148,1636.5813239784206,404,45,3
2019-06,익산시,2578.5591103817915,2362.3687144480587,787,90,3
2019-06,임실군,1401.6339607843136,1357.142857142857,15,2,1
2019-06,장수군,2366.349271648148,2322.2854385786113,586,75,3
2019-06,전주시,1583.7858135713266,1617.3174488245932,274,33,3
2019-06,정읍시,1184.0020954371298,1338.392857142857,77,9,3
2019-06,진안군,2139.0067540365258,1913.9695582706765,76,11,3
2019-07,고창군,3253.301886792453,,22,0,0
2019-07,김제시,2446.713655776892,1499.0359661281918,189,24,3
2019-07,남원시,3424.01716452816,2899.2969525350695,1833,204,3
2019-07,무주군,2158.3034647550776,1713.4615384615386,43,5,2
2019-07,부안군,2909.8101265822784,2500.0,18,2,1
2019-07,순창군,2440.775049386701,2045.7344787499999,157,21,3
2019-07,완주군,2282.0153270338774,1819.7772543411038,572,64,3
2019-07,익산시,3267.6782166761395,2557.7561672925394,927,100,3
2019-07,임실군,1561.378205128205,2250.0,13,1,1
2019-07,장수군,3207.127532661436,2564.489815421947,848,95,3
2019-07,전주시,2332.458153644353,1900.2864928148774,291,30,3
2019-07,정읍시,1863.1953583801217,1525.8433734939758,95,10,3
2019-07,진안군,2806.7349281600646,1960.3239848576623,206,22,3
2019-08,고창군,6401.637931034483,7216.1016949152545,17,2,2
2019-08,김제시,4289.338044650151,5972.129709134615,164,11,2
2019-08,남원시,5043.472075952122,5762.103199062523,2092,179,2
2019-08,무주군,3215.113185086551,3450.480769230769,59,7,2
2019-08,부안군,9206.73076923077,,10,0,0
2019-08,순창군,4315.09857023711,6156.046432701894,122,12,2
2019-08,완주군,3565.837798732907,4947.524049808722,619,52,2
2019-08,익산시,5682.359099962394,7323.047254140719,897,76,2
2019-08,임실군,3000.0,,1,0,0
2019-08,장수군,4574.28571702834,6190.859403890773,863,64,2
2019-08,전주시,3284.946489220728,3176.4787656287717,294,24,2
2019-08,정읍시,3310.4046969416127,2455.3571428571427,59,3,1
2019-08,진안군,4469.049208632171,5144.62892564403,297,17,2
2019-09,김제시,7253.207343876723,5703.551434210526,114,13,2
2019-09,남원시,6664.665034795346,5418.848659553228,1639,141,2
2019-09,무주군,3781.6326530612246,1891.6666666666667,23,2,2
2019-09,부안군,2750.0,,1,0,0
2019-09,순창군,5174.602405128795,3930.3311019417474,65,6,2
2019-09,완주군,5661.417429929334,4144.5422636823105,420,39,2
2019-09,익산시,6412.012546737581,4847.742978421498,733,61,2
2019-09,장수군,6387.689360764758,5365.705939297125,636,59,2
2019-09,전주시,5327.988154443905,3221.6484937567857,204,17,2
2019-09,정읍시,5894.369158878505,6102.857142857143,34,5,2
2019-09,진안군,5560.628609210021,5348.678845988538,201,20,2
2019-10,고창군,6908.679401993356,5992.886178861789,17,3,3
2019-10,김제시,7459.689529041584,8687.595935855263,129,17,3
2019-10,남원시,7514.30176320569,7748.206728637312,1891,206,3
2019-10,무주군,5431.675392670157,5104.166666666667,36,8,3
2019-10,부안군,6008.064516129032,5000.0,4,1,1
2019-10,순창군,5907.2998468694095,6242.738814113598,118,12,3
2019-10,완주군,5823.208426316899,6204.838672787707,492,57,3
2019-10,익산시,7103.153211737004,7007.38382801828,792,89,3
2019-10,장수군,6909.326901155884,7050.8414167028195,807,94,3
2019-10,전주시,5513.994001826673,5187.548276386213,243,25,3
2019-10,정읍시,4207.992633517495,3728.553459119497,71,9,3
2019-10,진안군,7898.4209373974845,9455.520023415978,123,13,3
2019-11,고창군,2545.7668711656443,2773.076923076923,22,3,3
2019-11,김제시,3061.1747722843224,2954.0337016348776,126,17,3
2019-11,남원시,3448.558035437567,3787.4468073569424,1574,180,3
2019-11,무주군,3354.6739130434785,3914.5833333333335,21,2,2
2019-11,부안군,2333.3333333333335,,3,0,0
2019-11,순창군,2443.6131553777445,2592.1256784869975,115,15,3
2019-11,완주군,2203.291127626982,2310.9283986064893,466,59,3
2019-11,익산시,3462.2626388140457,3999.237081483401,845,94,3
2019-11,임실군,3187.5,,1,0,0
2019-11,장수군,3407.070053769622,3676.4278147375544,509,53,3
2019-11,전주시,1959.5521618990047,2006.60286682243,251,27,3
2019-11,정읍시,2333.3510235026533,2436.1363636363635,69,5,3
2019-11,진안군,3330.9044798345403,3846.994680851064,52,7,3
2019-12,고창군,3103.8483305036784,2584.4155844155844,22,2,2
2019-12,군산시,2500.0,,1,0,0
2019-12,김제시,2356.8032094113346,2074.9239503424656,129,4,1
2019-12,남원시,4044.432692829801,3438.88079710077,1386,105,2
2019-12,부안군,2745.098039215686,2250.0,7,1,1
2019-12,순창군,2963.9536450749465,2634.391918918919,139,10,2
2019-12,완주군,2581.784825968756,2167.3128308097434,473,33,2
2019-12,익산시,3863.4715891918127,3455.684755321174,824,58,2
2019-12,장수군,3798.6317086567583,3254.395664205345,269,24,2
2019-12,전주시,2218.345493295225,1350.75930964467,197,9,2
2019-12,정읍시,2154.644128113879,538.4615384615385,40,3,1
2019-12,진안군,2846.884014409222,2880.000075,21,2,1
2020-01,고창군,5710.648734177215,,20,0,0
2020-01,김제시,4366.403540011223,6307.6495398773,139,5,1
2020-01,남원시,5890.029757266823,7221.411614109105,1334,60,1
2020-01,부안군,5581.586826347306,6250.0,19,1,1
2020-01,순창군,4683.434907361874,6328.4708737864075,126,5,1
2020-01,완주군,4764.093540326514,6618.543706543624,512,20,1
2020-01,익산시,5623.874758514521,8476.976662666557,679,28,1
2020-01,장수군,5942.388469207458,7528.545673076923,174,10,1
2020-01,전주시,4068.9304632979583,5409.556962025316,227,12,1
2020-01,정읍시,4514.739010989011,3250.0,25,1,1
2020-01,진안군,4415.002367563739,,24,0,0
2020-02,고창군,1948.578431372549,1926.2048192771085,14,2,2
2020-02,김제시,1417.466374477907,1490.5681833003953,136,17,3
2020-02,남원시,2059.801413391106,2089.71893842629,1428,170,3
2020-02,부안군,1804.3766578249338,1860.2941176470588,37,2,2
2020-02,순창군,1583.9175940243904,1587.7017023809522,144,19,3
2020-02,완주군,1468.624001503623,1426.004175293713,510,66,3
2020-02,익산시,1960.3767574182107,2072.706167071218,802,98,3
2020-02,장수군,2520.553199471723,2272.47009762957,143,17,3
2020-02,전주시,1332.1260576082555,1287.3391364726028,249,30,3
2020-02,정읍시,1797.7066356228172,2162.5,47,6,3
2020-02,진안군,1826.2096774193549,1671.1538461538462,16,2,2
2020-03,고창군,2859.6943430656934,2750.0,25,2,2
2020-03,김제시,1970.0364810380986,1719.750065756824,168,12,2
2020-03,남원시,2242.561281573381,2099.2165203464037,1443,108,2
2020-03,무주군,1250.0,1000.0,4,1,1
2020-03,부안군,1977.3569785464097,2066.9014084507044,44,6,2
2020-03,순창군,1930.3970224505326,1955.0369398734176,171,9,2
2020-03,완주군,1861.3218620891516,1818.2501104932876,423,34,2
2020-03,익산시,2140.506400998774,2153.969527170299,778,56,2
2020-03,장수군,2549.1011198035703,2371.677465086207,168,10,2
2020-03,전주시,1574.2104946444997,1312.0003974702017,234,18,2
2020-03,정읍시,1802.4913678618857,1553.409090909091,57,3,1
2020-03,진안군,2558.391455813953,3096.6666666666665,17,2,1
2020-04,고창군,1833.1797235023041,1000.0,22,1,1
2020-04,군산시,896.7741935483871,550.0,6,1,1
2020-04,김제시,2032.4280983606552,1831.9047704081634,127,9,2
2020-04,남원시,2034.6881530366811,1911.209974166921,1256,102,2
2020-04,무주군,1194.8019801980197,1250.0,11,1,1
2020-04,부안군,1819.20635,1609.313725490196,46,4,2
2020-04,순창군,1568.1973137364048,1567.218902584493,172,15,2
2020-04,완주군,1577.081143316414,1737.1148711975359,451,34,2
2020-04,익산시,1842.4417541543144,1688.417387754044,805,63,2
2020-04,임실군,2187.5,,1,0,0
2020-04,장수군,2404.0085513389945,2461.8219537332484,235,17,2
2020-04,전주시,1328.4707219023264,1463.7781594202897,279,23,2
2020-04,정읍시,1145.4490861646234,1235.0746268656717,98,8,2
2020-04,진안군,2164.8553497997327,1524.812015037594,44,6,2
2020-05,고창군,2001.3698630136987,2345.2380952380954,19,2,2
2020-05,김제시,1884.7924644795264,1928.7927089816123,138,18,3
2020-05,남원시,1955.1030308838394,2127.658286875918,1190,150,3
2020-05,무주군,719.1176470588235,,4,0,0
2020-05,부안군,1992.4242424242425,,4,0,0
2020-05,순창군,1409.806016581849,1513.7108998655915,134,16,3
2020-05,완주군,1486.6224388955336,1838.573924552906,465,54,3
2020-05,익산시,2405.9592663523267,2491.6311628777707,821,101,3
2020-05,장수군,2208.285911249555,2395.6721000862813,387,46,3
2020-05,전주시,1157.0117872275016,1385.0174401972872,323,36,3
2020-05,정읍시,984.7661550933248,1292.1735206185567,114,14,3
2020-05,진안군,2531.412434375,2262.1584836065576,40,4,3
2020-06,고창군,1639.0407805989582,1583.33325,9,1,1
2020-06,김제시,2432.9553876444147,1836.2602314285714,110,6,2
2020-06,남원시,3433.5450272525004,3929.3031807263637,1323,143,3
2020-06,무주군,2870.4930338645418,3853.125,17,3,1
2020-06,부안군,3864.4578313253014,3500.0,5,1,1
2020-06,순창군,2721.6608201905374,3051.148661311914,185,20,3
2020-06,완주군,2465.8705570888374,3284.5747047370755,509,45,3
2020-06,익산시,3553.2758357659964,3899.216491298201,778,83,3
2020-06,임실군,1750.0,,1,0,0
2020-06,장수군,3312.3376943747194,3908.639097083861,570,55,3
2020-06,전주시,2423.610797752809,2907.2655113134656,266,24,3
2020-06,정읍시,1705.884191236053,2851.094890510949,89,8,3
2020-06,진안군,3755.297045276691,4213.699793193718,48,5,3
2020-07,고창군,5661.684751811595,,5,0,0
2020-07,김제시,4466.021460846085,3243.021316091954,89,8,2
2020-07,남원시,5497.813319329389,5041.425795942871,1392,103,2
2020-07,무주군,4485.967184801381,6121.428571428572,52,4,2
2020-07,부안군,4089.5061728395062,,19,0,0
2020-07,순창군,4194.8165500560945,4610.541190578158,148,8,2
2020-07,완주군,3304.328931402933,2821.467371931349,498,45,2
2020-07,익산시,5222.479188221467,3713.277548975746,833,63,2
2020-07,임실군,6043.632075471698,5037.5,16,2,2
2020-07,장수군,5190.169816096484,4825.158402588739,656,51,2
2020-07,전주시,3272.690205388069,3110.818746171814,234,19,2
2020-07,정읍시,2733.447799229416,3301.5811965811968,97,9,2
2020-07,진안군,4990.711547055087,4258.072255874674,133,12,2
2020-08,고창군,8264.739209183672,8115.384615384615,8,2,2
2020-08,김제시,8900.886130460683,11902.009234189722,102,12,3
2020-08,남원시,9806.360644060733,11061.522504573208,1662,203,3
2020-08,무주군,8397.69611574328,6918.373493975903,55,5,3
2020-08,부안군,6154.661016949152,,3,0,0
2020-08,순창군,7560.396856871088,8306.162757660168,124,20,3
2020-08,완주군,7435.119944098124,8745.351757039287,468,57,3
2020-08,익산시,8837.7633325742,10342.325161360926,947,112,3
2020-08,임실군,9982.183925287356,10354.166714285715,20,3,3
2020-08,장수군,8288.412462147964,9550.263094700624,641,78,3
2020-08,전주시,5883.514160217904,5737.170092845788,219,27,3
2020-08,정읍시,6500.136751608027,7921.315802631579,104,9,3
2020-08,진안군,8004.16438665634,8577.394134291377,185,22,3
2020-09,고창군,5041.726183333333,6044.117602941176,20,2,2
2020-09,군산시,500.0,,1,0,0
2020-09,김제시,5258.133814890282,5937.194490494297,129,16,3
2020-09,남원시,6618.89762631587,7309.272009721564,1780,206,3
2020-09,무주군,5460.644893960674,8173.333333333333,40,3,3
2020-09,순창군,4472.088830910327,4791.8339535714285,158,16,3
2020-09,완주군,4691.822981002881,5458.318631203282,424,54,3
2020-09,익산시,5293.609012160101,5378.122164048249,1008,126,3
2020-09,장수군,5808.694071214496,6529.817720777939,836,108,3
2020-09,전주시,3947.9023378102083,4140.731888287864,203,23,3
2020-09,정읍시,4036.4067452380955,3565.2631578947367,88,13,3
2020-09,진안군,5860.046366467277,5926.001068285281,185,23,3
2020-10,고창군,1929.365924456522,2229.1666229508196,16,2,2
2020-10,군산시,1152.914798206278,1113.095238095238,10,2,2
2020-10,김제시,1788.1693727412205,1115.4554100553505,103,10,2
2020-10,남원시,2123.50890156171,2393.8707501039994,1600,151,2
2020-10,무주군,3271.0077519379847,3139.4736842105262,20,2,2
2020-10,순창군,1481.6349743735761,1065.6792067510548,197,22,2
2020-10,완주군,1405.3682681482667,1458.1189411970424,366,36,2
2020-10,익산시,1799.7847638587875,1608.4577675398034,920,86,2
2020-10,임실군,3000.0,,1,0,0
2020-10,장수군,1853.8736550364579,1795.8803843024095,635,70,2
2020-10,전주시,1436.4304988123515,977.8509540481401,240,26,2
2020-10,정읍시,1722.6041588541666,1722.7611940298507,50,4,2
2020-10,진안군,2105.5467859681453,2151.892420395002,133,16,2
2020-11,고창군,1851.111534321373,2050.0,27,1,1
2020-11,김제시,1832.547318338161,1684.1321243523316,115,8,2
2020-11,남원시,2181.650600487595,1954.1556790967552,1388,104,2
2020-11,무주군,4007.5471698113206,3385.294117647059,12,2,2
2020-11,순창군,1503.2989044666667,1407.9747110091741,185,21,2
2020-11,완주군,1473.0451296095941,1148.5709092920354,342,29,2
2020-11,익산시,1826.3394138066212,1614.3969851849988,929,83,2
2020-11,장수군,2008.9377785801742,1817.6672190522245,501,41,2
2020-11,전주시,1381.5245746164574,898.9640990159902,228,17,2
2020-11,정읍시,975.822307073367,981.1,87,5,2
2020-11,진안군,2041.4366144867288,1993.387611617312,83,10,2
2020-12,고창군,3929.9672123842593,4111.111111111111,19,2,2
2020-12,김제시,3143.1941921224443,2955.227968553459,114,8,2
2020-12,남원시,3717.616132661025,3436.41867844173,1246,140,3
2020-12,무주군,2540.5405405405404,2600.0,3,1,1
2020-12,부안군,2583.3333333333335,,2,0,0
2020-12,순창군,3156.350877169274,3033.6333628571424,141,15,3
2020-12,완주군,2508.0118099034617,2362.1817583083457,364,40,3
2020-12,익산시,3555.101934746417,3481.9942148871505,887,95,3
2020-12,장수군,3416.449666127122,3558.1726639566396,301,28,3
2020-12,전주시,2766.3346912024203,2591.2607872807016,221,17,3
2020-12,정읍시,1179.662731871838,1358.4259259259259,59,4,2
2020-12,진안군,2717.369629207921,3007.0,54,5,3
2021-01,고창군,5807.8645330474255,5874.1667,29,3,3
2021-01,김제시,4880.370748973881,5060.2738894081,128,16,3
2021-01,남원시,5598.391592218693,5751.811756058921,1104,137,3
2021-01,부안군,4444.444444444444,,2,0,0
2021-01,순창군,5170.281247560182,5269.572128119002,135,16,3
2021-01,완주군,4198.990988803399,3912.274782994157,401,50,3
2021-01,익산시,4953.213723093988,5199.3131671791525,682,93,3
2021-01,장수군,5083.04905855214,5064.556244579358,178,23,3
2021-01,전주시,4173.892159637367,3753.788856141199,161,21,3
2021-01,정읍시,4615.553064275037,5889.807692307692,30,5,3
2021-01,진안군,4192.385057471264,4029.8076923076924,25,4,3
2021-02,고창군,3851.5422723440133,3732.2303553921565,31,6,3
2021-02,김제시,2680.3335225624496,2629.702385,104,13,3
2021-02,남원시,3237.645836695616,3267.861850851321,1016,126,3
2021-02,부안군,2282.051282051282,,14,0,0
2021-02,순창군,3050.236851719758,3326.035878094059,125,20,3
2021-02,완주군,2434.9276713341183,2670.9695873177347,372,47,3
2021-02,익산시,2846.745566666305,3297.69646963324,589,79,3
2021-02,장수군,3039.767924723579,3533.151960784314,148,17,3
2021-02,전주시,2289.9864272176114,2610.345553504769,204,27,3
2021-02,정읍시,2083.1317672927166,3827.887323943662,46,4,3
2021-02,진안군,2218.3238636363635,2308.695652173913,18,2,1
2021-03,고창군,3045.0932993678502,2995.9285657142855,36,6,3
2021-03,김제시,2376.621167604414,2247.4656733247425,113,11,3
2021-03,남원시,2668.3382654827788,2584.8177004695644,1382,157,3
2021-03,부안군,2249.464779005525,2343.0059523809523,29,3,2
2021-03,순창군,2672.4302414917947,2552.3300530726256,149,15,3
2021-03,완주군,2114.1465383096515,2074.2070120660455,435,44,3
2021-03,익산시,2506.4985491385974,2419.336692535943,745,82,3
2021-03,장수군,2825.881090648427,2521.6666666666665,222,24,3
2021-03,전주시,1827.6189754248685,1867.7831709258485,251,28,3
2021-03,정읍시,1987.7636232806926,2362.3214285714284,84,7,3
2021-03,진안군,2418.096405228758,2210.5263157894738,22,2,2
2021-04,고창군,3500.8854633596393,3570.5127884615385,20,2,2
2021-04,김제시,2502.383906964548,2099.5558086560363,106,6,2
2021-04,남원시,2987.7099728172234,3024.0771822478446,1193,104,2
2021-04,무주군,1587.878787878788,,2,0,0
2021-04,부안군,3045.4347826086955,2440.1315789473683,11,4,2
2021-04,순창군,2326.910875529457,2402.5750400417824,142,11,2
2021-04,완주군,2172.5940850928114,2209.877192797495,468,38,2
