계절,가격,고온,발아,야간,광,강수,저온,n_feat,mape,baseline,wins,n_fold,mape_std,worst_fold,y2020,y2021,y2022,y2023,y2024,y2025
0,1,1,0,1,0,0,1,7,24.607389245401055,25.4476571326886,4,6,8.685075795300724,40.38609081171925,40.38609081171925,23.00433867007524,27.229367848528447,22.71885986923663,18.572973624807517,15.732704648039261
0,1,1,0,1,0,1,0,8,25.10556862127834,25.4476571326886,4,6,8.772686383015518,40.70875952733482,40.70875952733482,25.78883932980484,26.181561705895557,23.80946527003003,19.190439066792784,14.954346827812003
0,1,1,0,1,0,1,1,9,25.00676153846891,25.4476571326886,3,6,9.471378396577062,42.34162052707845,42.34162052707845,25.710031519527337,26.182371113378917,21.665723325159735,19.194936815840116,14.945885929828922
0,1,1,0,1,1,0,0,8,24.49295080239884,25.4476571326886,4,6,8.05696937576072,38.817204147115895,38.817204147115895,24.054493565095207,28.02647026085456,20.582068344361502,18.036773758360717,17.440694738605174
0,1,1,0,1,1,0,1,9,24.880712271048946,25.4476571326886,4,6,8.468847628959306,40.20689256719496,40.20689256719496,24.076579251869525,27.9203492651559,21.69141650708686,18.127352977087888,17.261683057898555
0,1,1,0,1,1,1,0,10,24.705773385015135,25.4476571326886,4,6,7.777156522666247,38.221803338540035,38.221803338540035,25.675820416294528,26.945480959973967,22.681191071511467,18.25485654945037,16.45548797432044
0,1,1,0,1,1,1,1,11,25.048853556534322,25.4476571326886,4,6,8.57194204257909,40.378024411390996,40.378024411390996,25.60829749233497,26.933599674445713,22.882370083411015,18.260615577871928,16.23021409975129
0,1,1,1,0,0,0,0,6,24.046284079244455,25.4476571326886,6,6,9.398552474895968,41.571116990211294,41.571116990211294,21.086391011766704,27.534705075254813,19.38250800091392,18.405728198734504,16.297255198585482
0,1,1,1,0,0,0,1,7,24.242601540405975,25.4476571326886,5,6,9.298059382922577,41.61363043110073,41.61363043110073,21.333035122491786,27.14085727450191,20.91929452064118,18.655592059458673,15.79319983424156
0,1,1,1,0,0,1,0,8,24.89130216818602,25.4476571326886,4,6,8.749470883187623,40.84190585912897,40.84190585912897,25.42050523011276,24.24763355781422,24.93452464252435,17.837952901318772,16.065290818217008
0,1,1,1,0,0,1,1,9,25.561801258131556,25.4476571326886,4,6,9.184596443633692,42.23147038131703,42.23147038131703,25.43904506788183,27.422402385340757,23.293314312801257,19.081179408998963,15.903395992449513
0,1,1,1,0,1,0,0,8,24.602223522602287,25.4476571326886,3,6,8.357162550795888,38.99628493266451,38.99628493266451,24.633105412101266,28.6584483119595,21.12689634386335,17.771010847167933,16.42759528785716
0,1,1,1,0,1,0,1,9,25.05899072916345,25.4476571326886,3,6,8.91572460571764,40.473646983569004,40.473646983569004,24.6367793792587,29.461645716086142,21.621537333446682,17.834534347281526,16.325800615338622
0,1,1,1,0,1,1,0,10,24.478963695128723,25.4476571326886,4,6,8.184839095029014,38.184115521254874,38.184115521254874,25.962625404505935,27.72366702903957,22.087079934498963,16.38991091628644,16.526383365186547
0,1,1,1,0,1,1,1,11,25.1356629957763,25.4476571326886,4,6,8.507822410142213,40.18071983082992,40.18071983082992,25.946743224978402,27.706536372575453,21.890268434252604,18.667556790238248,16.42215332178317
0,1,1,1,1,0,0,0,7,24.956612102200552,25.4476571326886,4,6,8.8847151516612,40.90261556802816,40.90261556802816,23.425357031527916,28.37101476003277,22.416622200592492,18.553427805029763,16.0706352479922
0,1,1,1,1,0,0,1,8,24.935153380733368,25.4476571326886,4,6,8.990418015338692,41.11316921784143,41.11316921784143,23.49143181982226,27.930596245000984,22.92315255139181,18.451259664591266,15.701310785752467
0,1,1,1,1,0,1,0,9,24.881920200385178,25.4476571326886,4,6,8.718447645413539,40.79157817181244,40.79157817181244,25.39977033550718,23.562189547274905,25.427977798265673,18.082163177012823,16.027842172438056
0,1,1,1,1,0,1,1,10,26.007526420692184,25.4476571326886,4,6,9.071323330569953,42.14061342595476,42.14061342595476,25.411336194730744,27.416313988747305,25.999563731063276,19.179495022353446,15.89783616130356
0,1,1,1,1,1,0,0,9,25.105210129437022,25.4476571326886,3,6,7.936018378870949,38.75012173737058,38.75012173737058,25.006608943327084,28.867368028746977,22.440367970131657,18.12654001408095,17.44025408296489
0,1,1,1,1,1,0,1,10,25.04306892121095,25.4476571326886,3,6,8.722734638556467,40.22283520539199,40.22283520539199,24.97965933715486,28.746092359814064,22.044585464371426,18.168839938890734,16.09640122164263
0,1,1,1,1,1,1,0,11,24.615139564366956,25.4476571326886,4,6,8.028497495760885,38.17975931570486,38.17975931570486,25.909420052458326,27.526277819202377,22.59425293107526,16.86938196249831,16.61174530526261
0,1,1,1,1,1,1,1,12,25.040402192090284,25.4476571326886,4,6,8.547797338229143,40.1849043816694,40.1849043816694,25.902884758075956,27.514051444001126,21.807027253158296,18.514785695435695,16.318759620201245
1,0,0,0,0,0,0,0,2,25.78589973083822,25.4476571326886,2,6,7.646822799435038,37.12830236942748,37.12830236942748,23.868045827205822,30.963806404713395,20.75134825072579,26.57471254234935,15.429182990607485
1,0,0,0,0,0,0,1,3,25.21354675833908,25.4476571326886,2,6,6.910530926220549,34.771807968524406,34.771807968524406,23.534454665595504,31.973946522726227,20.697504459062984,23.843459410059506,16.460107524065887
1,0,0,0,0,0,1,0,4,28.15866875024056,25.4476571326886,2,6,14.675077976184358,56.75326961208097,56.75326961208097,24.426689961107027,26.821926089114744,21.96017690595645,24.733454796922608,14.256495136261538
1,0,0,0,0,0,1,1,5,27.93632820598937,25.4476571326886,2,6,14.062403414931007,55.347159295054716,55.347159295054716,24.5685332708823,26.809083682137025,21.892585710822278,24.2924702014001,14.708137075639799
1,0,0,0,0,1,0,0,4,25.568013258973405,25.4476571326886,2,6,6.428696508325915,34.14685279689802,34.14685279689802,23.676967545712905,31.633934966507184,24.685940075166272,22.905321091259097,16.359063078296927
1,0,0,0,0,1,0,1,5,25.517168672010115,25.4476571326886,2,6,5.414949485926132,31.879397193379646,31.879397193379646,24.53279218670197,31.317605125779856,25.225033809637104,22.54156674370126,17.606616972860877
1,0,0,0,0,1,1,0,6,28.23951672048747,25.4476571326886,2,6,14.298784094561562,56.00960417874511,56.00960417874511,24.884896504545114,27.336501345293108,24.632622319120408,22.02198668617675,14.551489289044328
