sido,nogi_pct,beta,t,n
강원도,91.32947976878613,0.02681110961872807,0.6004558623466417,101
경기도,33.68841544607191,-0.0738441015268909,-2.656486043871912,104
경상남도,29.457364341085274,0.011679427541264713,1.4064072082877925,104
경상북도,48.57142857142857,0.020262495067646828,4.46049378703141,104
전라북도,6.458191706322229,0.02064951874940348,3.4280968070890356,104
충청남도,8.269230769230768,0.021894084045964622,3.0311649332653046,104
충청북도,2.803738317757009,0.023783582018078394,3.8598579915818982,104
