entity,ym,forecast_price,pred_lower_90,pred_upper_90,reference_mape_pct,spike_prob,spike_threshold,lag1_actual,lag12_actual,months_beyond_actual
gimje,2027-01,12254.783835260583,2950.6843147362724,50896.57544825731,36.14,0.07199956032161725,21574.052391871828,False,True,5
gimje,2027-02,10110.235393177967,2124.9892266143193,48102.29549649409,36.14,0.025114583856338912,21574.052391871828,False,True,6
gimje,2027-03,9421.340344592016,1747.5602997973185,50791.75459578233,36.14,0.016164685422744407,21574.052391871828,False,True,7
gimje,2027-04,9677.908045420174,1598.0196322526256,58611.23495934737,36.14,0.01918384915833682,21574.052391871828,False,True,8
gimje,2027-05,10184.234222934583,1507.580978570985,68798.04679275367,36.14,0.026240427388914855,21574.052391871828,False,True,9
gimje,2027-06,12002.774047676594,1602.345395777877,89909.81920576493,36.14,0.06491949144184472,21574.052391871828,False,True,10
gimje,2027-07,17247.544191947243,2086.974730325082,142540.19290728826,36.14,0.28156385529762484,21574.052391871828,False,True,11
gimje,2027-08,17663.882443805822,1945.769921588377,160354.3869841961,36.14,0.3027232463905025,21574.052391871828,False,True,12
gimje,2027-09,20046.82878322552,2018.0559581577193,199139.84180638412,36.14,0.42478463909094233,21574.052391871828,False,False,13
gimje,2027-10,16765.964017032955,1547.66161370301,181627.26718269906,36.14,0.25740747355700466,21574.052391871828,False,False,14
gimje,2027-11,12074.459322519833,1025.1728104324,142212.6752168674,36.14,0.06689085125200356,21574.052391871828,False,False,15
gimje,2027-12,10327.112101337958,808.6897125546847,131879.06646752247,36.14,0.02850866554520537,21574.052391871828,False,False,16
jinan,2026-09,22181.383080202155,11655.249325634964,42213.91937695628,41.9,0.6990557304404328,18086.724137618436,True,True,1
jinan,2026-10,18660.683570860976,7511.063792676127,46361.09091116274,41.9,0.5318264365447203,18086.724137618436,False,True,2
jinan,2026-11,13331.83831175408,4373.598392343187,40638.82799159561,41.9,0.21777058842595887,18086.724137618436,False,True,3
jinan,2026-12,10603.321626798079,2927.573631262752,38403.96303638969,41.9,0.08610822402396257,18086.724137618436,False,True,4
jinan,2027-01,12450.551553350566,2953.1211266019654,52492.33855876781,41.9,0.16989672654284327,18086.724137618436,False,True,5
jinan,2027-02,8969.689533339473,1854.495264902247,43383.95025707472,41.9,0.03649968351620381,18086.724137618436,False,True,6
jinan,2027-03,8117.473008946922,1479.1783055240446,44547.278583589716,41.9,0.020278031198557533,18086.724137618436,False,True,7
jinan,2027-04,9351.320272652412,1515.0282647194122,57719.841192478,41.9,0.04586701984394881,18086.724137618436,False,True,8
jinan,2027-05,11170.343135592673,1620.5608840785985,76995.91357089093,41.9,0.10898507974741833,18086.724137618436,False,True,9
jinan,2027-06,11371.880851571525,1486.2089727240402,87013.11624119175,41.9,0.11776523136623651,18086.724137618436,False,True,10
jinan,2027-07,18420.75326933166,2179.8169537000686,155666.35099044297,41.9,0.5186558876614193,18086.724137618436,False,True,11
jinan,2027-08,18342.07103381063,1973.9952245253955,170431.80532021937,41.9,0.5142941912904588,18086.724137618436,False,True,12
jinan,2027-09,22914.14861000732,2251.4947167055007,233204.28097197216,41.9,0.7273344161193105,18086.724137618436,False,False,13
jinan,2027-10,18592.913854564154,1673.6995137251188,206546.30222950483,41.9,0.5281264710009894,18086.724137618436,False,False,14
jinan,2027-11,12960.962918658854,1072.1758527567501,156678.17862799956,41.9,0.19714396448766314,18086.724137618436,False,False,15
jinan,2027-12,10511.546845727873,801.3060355301561,137890.65873792904,41.9,0.08266925725951424,18086.724137618436,False,False,16
gochang,2026-08,26019.888456540262,13369.577160315459,50639.94075298208,42.59,0.4541079357483704,27262.96277777777,True,True,1
gochang,2026-09,40836.71516542578,15924.930691866357,104718.65389994196,42.59,0.8409035080727529,27262.96277777777,False,True,2
gochang,2026-10,22611.018735716454,7135.628629981057,71648.65140526206,42.59,0.3219708451045511,27262.96277777777,False,True,3
gochang,2026-11,8210.789531947088,2167.751039242925,31100.00342173838,42.59,0.0015148991948339408,27262.96277777777,False,True,4
gochang,2026-12,6625.692854760686,1494.8162605838959,29368.028006652094,42.59,0.00023739669052946777,27262.96277777777,False,True,5
gochang,2027-01,13260.398204172096,2595.339149617509,67751.51546537757,42.59,0.03749332104194192,27262.96277777777,False,True,6
gochang,2027-02,9163.168919168576,1573.7175992853083,53353.70506077358,42.59,0.0035343804314578176,27262.96277777777,False,True,7
gochang,2027-03,8429.820890782208,1281.9522447149043,55432.548711260075,42.59,0.0018678317416211954,27262.96277777777,False,True,8
gochang,2027-04,8386.008291377366,1137.6063620521195,61818.51421452227,42.59,0.0017925450205821258,27262.96277777777,False,True,9
gochang,2027-05,9897.840037171794,1205.1703616160094,81289.11938232282,42.59,0.006156272598217716,27262.96277777777,False,True,10
gochang,2027-06,12270.737993816787,1348.1660750017438,111685.80318467371,42.59,0.024295501507918482,27262.96277777777,False,True,11
gochang,2027-07,18506.350664868383,1843.0834782049417,185821.75955732368,42.59,0.16926417725164522,27262.96277777777,False,True,12
gochang,2027-08,26169.845475159353,2372.0283046931563,288723.7099315775,42.59,0.4597384479742891,27262.96277777777,False,False,13
gochang,2027-09,35950.586607302714,2976.216147967088,434257.66582577705,42.59,0.7528095672249728,27262.96277777777,False,False,14
gochang,2027-10,21447.72738424704,1626.9039309489895,282748.72363278066,42.59,0.27669805705587025,27262.96277777777,False,False,15
gochang,2027-11,8505.239988469722,592.8373246135529,122021.85027506396,42.59,0.002003200727584864,27262.96277777777,False,False,16
gochang,2027-12,6810.773636366081,437.3657521030747,106059.14455525824,42.59,0.00030567706621953405,27262.96277777777,False,False,17
muju,2026-09,39966.13419776831,15184.059039741729,105195.31559600645,69.85,0.9010070055186263,18740.404040404046,True,True,1
muju,2026-10,7236.98793971254,1841.4412439180705,28441.84934628029,69.85,0.05290917362094272,18740.404040404046,False,True,2
muju,2026-11,731.339381478086,136.81402809957714,3909.374633070997,69.85,1.7612595160088063e-08,18740.404040404046,False,True,3
muju,2026-12,1918.9799334664174,276.9886134258616,13294.712513633434,69.85,5.363019692228299e-05,18740.404040404046,False,True,4
muju,2027-01,7695.068725385431,883.8602637927576,66994.84648660383,69.85,0.06514543128392225,18740.404040404046,False,True,5
muju,2027-02,11614.629246628183,1085.1115369028196,124318.66029336306,69.85,0.20805432723544448,18740.404040404046,False,True,6
muju,2027-03,12937.922077608218,999.6408335871552,167449.97009135084,69.85,0.2644153718649106,18740.404040404046,False,True,7
muju,2027-04,44607.41092283868,2888.0655845418632,688980.5826742107,69.85,0.9297671132082674,18740.404040404046,False,True,8
muju,2027-05,20146.52917610103,1104.8096562175554,367377.88772871206,69.85,0.5489375898870386,18740.404040404046,False,True,9
muju,2027-06,1113.3035881931814,52.1788906403289,23753.76065442545,69.85,7.972814592971389e-07,18740.404040404046,False,True,10
muju,2027-07,682.3765659140911,27.54435331387884,16905.017605698726,69.85,8.956107300228666e-09,18740.404040404046,False,True,11
muju,2027-08,2951.8532514696503,103.30422934553854,84347.34640986177,69.85,0.0008402215441271066,18740.404040404046,False,True,12
muju,2027-09,10447.05702437598,318.83457407632807,342312.31285611907,69.85,0.1602887973534457,18740.404040404046,False,False,13
muju,2027-10,9703.282962601155,259.5877310653532,362704.7390333018,69.85,0.13161085112292092,18740.404040404046,False,False,14
muju,2027-11,41677.249943215735,981.9009058976503,1769010.6531079358,69.85,0.9128584868739361,18740.404040404046,False,False,15
muju,2027-12,37864.3113296963,788.8837823896172,1817385.658669914,69.85,0.8840510376237771,18740.404040404046,False,False,16
